HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3TKSOBLOIPVVNAHNZJZHFZVHPULBBB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,36U2A8VAG6EVG5CM5QVWBX8ZA4WYKY,worker_266,Submitted,Tue May 16 08:11:08 PDT 2023,Tue May 16 08:12:23 PDT 2023,Fri May 19 08:12:23 PDT 2023,,,,75,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_7642123,3,"Bitter orange, Seville orange, sour orange, bigarade orange, or marmalade orange refers to a citrus tree (Citrus a aurantium) and its fruit. It is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin).Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent. The Seville orange variety is used in the production of marmalade.t is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin). Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent.",0.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":177,""label"":""relevant-text-span"",""startOffset"":164},{""endOffset"":208,""label"":""relevant-text-span"",""startOffset"":191}]}}]",x,,"['Bitter orange, Seville orange, sour orange, bigarade orange, or marmalade orange', 'Citrus maxima', 'Citrus reticulata']"
3TKSOBLOIPVVNAHNZJZHFZVHPULBBB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,3A1COHJ8NOAPZ9KWM1U5ZS45P958H8,worker_28,Submitted,Tue May 16 09:32:51 PDT 2023,Tue May 16 09:54:57 PDT 2023,Fri May 19 09:54:57 PDT 2023,,,,1326,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_7642123,3,"Bitter orange, Seville orange, sour orange, bigarade orange, or marmalade orange refers to a citrus tree (Citrus a aurantium) and its fruit. It is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin).Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent. The Seville orange variety is used in the production of marmalade.t is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin). Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent.",0.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":13,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":29,""label"":""relevant-text-span"",""startOffset"":15},{""endOffset"":42,""label"":""relevant-text-span"",""startOffset"":31},{""endOffset"":59,""label"":""relevant-text-span"",""startOffset"":44},{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":64},{""endOffset"":124,""label"":""relevant-text-span"",""startOffset"":106},{""endOffset"":186,""label"":""relevant-text-span"",""startOffset"":164},{""endOffset"":219,""label"":""relevant-text-span"",""startOffset"":191},{""endOffset"":361,""label"":""relevant-text-span"",""startOffset"":353},{""endOffset"":460,""label"":""relevant-text-span"",""startOffset"":437},{""endOffset"":492,""label"":""relevant-text-span"",""startOffset"":463}]}}]",x,,"['Bitter orange', 'Seville orange', 'sour orange', 'bigarade orange', 'marmalade orange', 'Citrus a aurantium', 'Citrus maxima (pomelo)', 'Citrus reticulata (mandarin)', 'Seville ', 'Citrus maxima (pomelo) ', ' Citrus reticulata (mandarin)']"
3TKSOBLOIPVVNAHNZJZHFZVHPULBBB,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,32KTQ2V7RIUB5S4HIQGWRT7CQ8LM9X,worker_167,Submitted,Tue May 16 20:44:58 PDT 2023,Tue May 16 20:59:58 PDT 2023,Fri May 19 20:59:58 PDT 2023,,,,900,99% (84/85),100% (46/46),100% (46/46),87_1,0,MARCO_7642123,3,"Bitter orange, Seville orange, sour orange, bigarade orange, or marmalade orange refers to a citrus tree (Citrus a aurantium) and its fruit. It is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin).Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent. The Seville orange variety is used in the production of marmalade.t is a hybrid between Citrus maxima (pomelo) and Citrus reticulata (mandarin). Many varieties of bitter orange are used for their essential oil, and are found in perfume, used as a flavoring or as a solvent.",0.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":13,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":29,""label"":""relevant-text-span"",""startOffset"":15},{""endOffset"":42,""label"":""relevant-text-span"",""startOffset"":31},{""endOffset"":59,""label"":""relevant-text-span"",""startOffset"":44},{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":64},{""endOffset"":104,""label"":""relevant-text-span"",""startOffset"":93},{""endOffset"":124,""label"":""relevant-text-span"",""startOffset"":106},{""endOffset"":177,""label"":""relevant-text-span"",""startOffset"":164},{""endOffset"":208,""label"":""relevant-text-span"",""startOffset"":191},{""endOffset"":251,""label"":""relevant-text-span"",""startOffset"":238},{""endOffset"":367,""label"":""relevant-text-span"",""startOffset"":353},{""endOffset"":450,""label"":""relevant-text-span"",""startOffset"":437},{""endOffset"":481,""label"":""relevant-text-span"",""startOffset"":464},{""endOffset"":525,""label"":""relevant-text-span"",""startOffset"":512}]}}]",x,,"['Bitter orange', 'Seville orange', 'sour orange', 'bigarade orange', 'marmalade orange', 'citrus tree', 'Citrus a aurantium', 'Citrus maxima', 'Citrus reticulata', 'bitter orange', 'Seville orange', 'Citrus maxima', 'Citrus reticulata', 'bitter orange']"
33N1S8XHIQ0QSA2B30MVV5PBULFZ1L,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,3LEP4MGT3LFRPRD13HVPZ9F85LPBDP,worker_266,Submitted,Tue May 16 07:17:13 PDT 2023,Tue May 16 07:17:59 PDT 2023,Fri May 19 07:17:59 PDT 2023,,,,46,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_1617385,3,"Orange juice. Orange juice is the liquid extract of the fruit of the orange tree, produced by squeezing oranges. It comes in several different varieties, including blood orange, navel oranges, valencia orange, clementine, and tangerine. As well as variations in oranges used, some varieties include differing amounts of juice vesicles, known as pulp in American English, and juicy bits in British English. These vesicles contain the juice of the orange and can be left in or removed during the manufacturing pr",3.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":236,""label"":""relevant-text-span"",""startOffset"":164}]}}]",x,,"['blood orange, navel oranges, valencia orange, clementine, and tangerine.']"
33N1S8XHIQ0QSA2B30MVV5PBULFZ1L,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,3TDXMTX3CG92RQCSZ4FSFQ9TJU6I67,worker_28,Submitted,Tue May 16 14:21:31 PDT 2023,Tue May 16 15:02:04 PDT 2023,Fri May 19 15:02:04 PDT 2023,,,,2433,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_1617385,3,"Orange juice. Orange juice is the liquid extract of the fruit of the orange tree, produced by squeezing oranges. It comes in several different varieties, including blood orange, navel oranges, valencia orange, clementine, and tangerine. As well as variations in oranges used, some varieties include differing amounts of juice vesicles, known as pulp in American English, and juicy bits in British English. These vesicles contain the juice of the orange and can be left in or removed during the manufacturing pr",3.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
33N1S8XHIQ0QSA2B30MVV5PBULFZ1L,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,3PH3VY7DJQCMGVG8QQGIDFBW3DPZWI,worker_167,Submitted,Tue May 16 20:47:52 PDT 2023,Tue May 16 21:10:09 PDT 2023,Fri May 19 21:10:09 PDT 2023,,,,1337,99% (84/85),100% (46/46),100% (46/46),87_1,0,MARCO_1617385,3,"Orange juice. Orange juice is the liquid extract of the fruit of the orange tree, produced by squeezing oranges. It comes in several different varieties, including blood orange, navel oranges, valencia orange, clementine, and tangerine. As well as variations in oranges used, some varieties include differing amounts of juice vesicles, known as pulp in American English, and juicy bits in British English. These vesicles contain the juice of the orange and can be left in or removed during the manufacturing pr",3.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":176,""label"":""relevant-text-span"",""startOffset"":164},{""endOffset"":191,""label"":""relevant-text-span"",""startOffset"":178},{""endOffset"":208,""label"":""relevant-text-span"",""startOffset"":193},{""endOffset"":220,""label"":""relevant-text-span"",""startOffset"":210},{""endOffset"":235,""label"":""relevant-text-span"",""startOffset"":226}]}}]",x,,"['blood orange', 'navel oranges', 'valencia orange', 'clementine', 'tangerine']"
3L21G7IH5BBQNKS67EKCHYG9ORC1YX,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,3E7TUJ2EGH181YY45XHT83KIHK8D91,worker_266,Submitted,Tue May 16 06:55:58 PDT 2023,Tue May 16 07:05:27 PDT 2023,Fri May 19 07:05:27 PDT 2023,,,,569,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_4879356,3,"Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. Some of the other popular types are Meyer lemon, lime, kumquat, and tangerine.Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.ome of the other popular types are Meyer lemon, lime, kumquat, and tangerine. Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.",1.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":67,""label"":""relevant-text-span"",""startOffset"":49},{""endOffset"":254,""label"":""relevant-text-span"",""startOffset"":213},{""endOffset"":496,""label"":""relevant-text-span"",""startOffset"":440}]}}]",x,,"['Dwarf orange trees', 'Meyer lemon, lime, kumquat, and tangerine', 'dwarf navel, blood oranges, and calomondin orange trees.']"
3L21G7IH5BBQNKS67EKCHYG9ORC1YX,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,39L1G8WVWV6SU1TC8VWOGOGNS1T13S,worker_28,Submitted,Tue May 16 14:21:33 PDT 2023,Tue May 16 15:07:14 PDT 2023,Fri May 19 15:07:14 PDT 2023,,,,2741,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_4879356,3,"Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. Some of the other popular types are Meyer lemon, lime, kumquat, and tangerine.Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.ome of the other popular types are Meyer lemon, lime, kumquat, and tangerine. Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.",1.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":False,""very_low"":True},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":18,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":67,""label"":""relevant-text-span"",""startOffset"":48},{""endOffset"":224,""label"":""relevant-text-span"",""startOffset"":213},{""endOffset"":232,""label"":""relevant-text-span"",""startOffset"":224},{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":232},{""endOffset"":254,""label"":""relevant-text-span"",""startOffset"":245},{""endOffset"":273,""label"":""relevant-text-span"",""startOffset"":255},{""endOffset"":451,""label"":""relevant-text-span"",""startOffset"":439},{""endOffset"":466,""label"":""relevant-text-span"",""startOffset"":453},{""endOffset"":495,""label"":""relevant-text-span"",""startOffset"":472},{""endOffset"":542,""label"":""relevant-text-span"",""startOffset"":530},{""endOffset"":548,""label"":""relevant-text-span"",""startOffset"":543},{""endOffset"":557,""label"":""relevant-text-span"",""startOffset"":550},{""endOffset"":573,""label"":""relevant-text-span"",""startOffset"":563},{""endOffset"":593,""label"":""relevant-text-span"",""startOffset"":574},{""endOffset"":770,""label"":""relevant-text-span"",""startOffset"":758},{""endOffset"":785,""label"":""relevant-text-span"",""startOffset"":771},{""endOffset"":814,""label"":""relevant-text-span"",""startOffset"":791}]}}]",x,,"['Dwarf Orange Trees', ' Dwarf orange trees', 'Meyer lemon', ', lime, ', 'kumquat', 'tangerine', 'Dwarf orange trees', ' dwarf navel', 'blood oranges', 'calomondin orange trees', ' Meyer lemon', ' lime', 'kumquat', 'tangerine.', 'Dwarf orange trees ', ' dwarf navel', ' blood oranges', 'calomondin orange trees']"
3L21G7IH5BBQNKS67EKCHYG9ORC1YX,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,39RP059MEM8UTLJEGAUSIZ22E8OMB7,worker_167,Submitted,Tue May 16 20:45:04 PDT 2023,Tue May 16 21:03:01 PDT 2023,Fri May 19 21:03:01 PDT 2023,,,,1077,99% (84/85),100% (46/46),100% (46/46),87_1,0,MARCO_4879356,3,"Dwarf Orange Trees-Indoor Orange Tree Varieties. Dwarf orange trees are one of several types of indoor fruit trees that are specifically designed to grow in containers indoors. Some of the other popular types are Meyer lemon, lime, kumquat, and tangerine.Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.ome of the other popular types are Meyer lemon, lime, kumquat, and tangerine. Dwarf orange trees are smaller varieties of traditional citrus trees that produce an amazing amount of fruit for their size. Within the orange family, several types are available, like dwarf navel, blood oranges, and calomondin orange trees.",1.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":18,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":37,""label"":""relevant-text-span"",""startOffset"":19},{""endOffset"":254,""label"":""relevant-text-span"",""startOffset"":245},{""endOffset"":273,""label"":""relevant-text-span"",""startOffset"":255},{""endOffset"":451,""label"":""relevant-text-span"",""startOffset"":440},{""endOffset"":466,""label"":""relevant-text-span"",""startOffset"":453},{""endOffset"":489,""label"":""relevant-text-span"",""startOffset"":472},{""endOffset"":592,""label"":""relevant-text-span"",""startOffset"":574},{""endOffset"":770,""label"":""relevant-text-span"",""startOffset"":759},{""endOffset"":785,""label"":""relevant-text-span"",""startOffset"":772},{""endOffset"":808,""label"":""relevant-text-span"",""startOffset"":791}]}}]",x,,"['Dwarf Orange Trees', 'Indoor Orange Tree', 'tangerine', 'Dwarf orange trees', 'dwarf navel', 'blood oranges', 'calomondin orange', 'Dwarf orange trees', 'dwarf navel', 'blood oranges', 'calomondin orange']"
3HFWPF5ALDYP11UCVC66N5755QU3SD,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 04:06:32 PDT 2023,3,BatchId:5074895;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 04:06:32 PDT 2023,,,32EYX73OY5O0M05CL9749OO0960RU3,worker_266,Submitted,Tue May 16 06:35:21 PDT 2023,Tue May 16 06:36:59 PDT 2023,Fri May 19 06:36:59 PDT 2023,,,,98,100% (46/46),100% (46/46),100% (46/46),87_1,0,MARCO_6530363,3,"There are some similarities between these two fruits, though there are also differences that will be talked about in this article. Mandarin orange, though just one variety of orange found in South East China, is in itself a big family with many different types of oranges such as tangerines, Satsuma, Clementine, Tangor, and Owari included in mandarin oranges.",4.0,What are the different types of orange trees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":146,""label"":""relevant-text-span"",""startOffset"":131},{""endOffset"":330,""label"":""relevant-text-span"",""startOffset"":280}]}}]",x,,"['Mandarin orange', 'tangerines, Satsuma, Clementine, Tangor, and Owari']"
