HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3RSBJ6YZFG55JLIC8QQZ49M1BSQOF6,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3S4AW7T80GXQ24GK1JJQA8H74M04LM,worker_119,Submitted,Wed May 17 11:51:19 PDT 2023,Wed May 17 11:57:36 PDT 2023,Sat May 20 11:57:36 PDT 2023,,,,377,99% (162/163),100% (71/71),100% (70/70),92_1,0,CAR_9c3b388756e8445171729701e652cf8e394f32ed,3,"In the 2006–07 season, Wade missed a total of 31 games due to injury. He was elected to his third straight All-Star Game and received All-NBA honors. He became the first guard to earn All-NBA honors after missing at least 31 games in a season since Pete Maravich of the Utah Jazz earned Second Team honors during the 1977–78 season. Despite Wade's play, the Heat struggled early in the season with injuries and were 20–25 on February 1, 2007. But with Shaquille O'Neal healthy and Pat Riley returning to the bench after undergoing hip and knee surgeries respectively, the Heat seemed poised to surge into the second half of the season. However, during a game against the Houston Rockets on February 21, 2007, while attempting to steal the ball from Shane Battier, Wade dislocated his left shoulder and was assisted off the court in a wheelchair. After the injury, he was left with the decision to either rehabilitate the shoulder or undergo season-ending surgery. Wade later announced that he would put off the surgery and rehabilitate his shoulder with the intention of rejoining the team in time for the playoffs. After missing 23 games to recover from the injury, Wade returned to the active roster in a game against the Charlotte Bobcats. Sporting a black sleeve to help protect his dislocated left shoulder, Wade played 27 minutes and recorded 12 points and 8 assists, in an 111–103 overtime loss. For the season, Wade averaged 27.4 points, 7.5 assists, 4.7 rebounds, and 2.1 steals per game shooting 50% from the field, and finished the season as the NBA's leader in PER (Player efficiency rating).",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1372,""label"":""relevant-text-span"",""startOffset"":1243}]}}]",x,,"['Sporting a black sleeve to help protect his dislocated left shoulder, Wade played 27 minutes and recorded 12 points and 8 assists']"
3RSBJ6YZFG55JLIC8QQZ49M1BSQOF6,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3AUQQEL7UA8CZLADWMYULEPWEAKV0I,worker_232,Submitted,Wed May 17 17:01:39 PDT 2023,Wed May 17 17:15:02 PDT 2023,Sat May 20 17:15:02 PDT 2023,,,,803,100% (130/130),100% (101/101),100% (100/100),92_1,0,CAR_9c3b388756e8445171729701e652cf8e394f32ed,3,"In the 2006–07 season, Wade missed a total of 31 games due to injury. He was elected to his third straight All-Star Game and received All-NBA honors. He became the first guard to earn All-NBA honors after missing at least 31 games in a season since Pete Maravich of the Utah Jazz earned Second Team honors during the 1977–78 season. Despite Wade's play, the Heat struggled early in the season with injuries and were 20–25 on February 1, 2007. But with Shaquille O'Neal healthy and Pat Riley returning to the bench after undergoing hip and knee surgeries respectively, the Heat seemed poised to surge into the second half of the season. However, during a game against the Houston Rockets on February 21, 2007, while attempting to steal the ball from Shane Battier, Wade dislocated his left shoulder and was assisted off the court in a wheelchair. After the injury, he was left with the decision to either rehabilitate the shoulder or undergo season-ending surgery. Wade later announced that he would put off the surgery and rehabilitate his shoulder with the intention of rejoining the team in time for the playoffs. After missing 23 games to recover from the injury, Wade returned to the active roster in a game against the Charlotte Bobcats. Sporting a black sleeve to help protect his dislocated left shoulder, Wade played 27 minutes and recorded 12 points and 8 assists, in an 111–103 overtime loss. For the season, Wade averaged 27.4 points, 7.5 assists, 4.7 rebounds, and 2.1 steals per game shooting 50% from the field, and finished the season as the NBA's leader in PER (Player efficiency rating).",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1312,""label"":""relevant-text-span"",""startOffset"":1243}]}}]",x,,"['Sporting a black sleeve to help protect his dislocated left shoulder,']"
3RSBJ6YZFG55JLIC8QQZ49M1BSQOF6,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3AQF3RZ55DXIHZA2YW97CTW13CA6FK,worker_249,Submitted,Wed May 17 05:05:09 PDT 2023,Wed May 17 05:07:21 PDT 2023,Sat May 20 05:07:21 PDT 2023,,,,132,100% (104/104),100% (101/101),100% (100/100),92_1,0,CAR_9c3b388756e8445171729701e652cf8e394f32ed,3,"In the 2006–07 season, Wade missed a total of 31 games due to injury. He was elected to his third straight All-Star Game and received All-NBA honors. He became the first guard to earn All-NBA honors after missing at least 31 games in a season since Pete Maravich of the Utah Jazz earned Second Team honors during the 1977–78 season. Despite Wade's play, the Heat struggled early in the season with injuries and were 20–25 on February 1, 2007. But with Shaquille O'Neal healthy and Pat Riley returning to the bench after undergoing hip and knee surgeries respectively, the Heat seemed poised to surge into the second half of the season. However, during a game against the Houston Rockets on February 21, 2007, while attempting to steal the ball from Shane Battier, Wade dislocated his left shoulder and was assisted off the court in a wheelchair. After the injury, he was left with the decision to either rehabilitate the shoulder or undergo season-ending surgery. Wade later announced that he would put off the surgery and rehabilitate his shoulder with the intention of rejoining the team in time for the playoffs. After missing 23 games to recover from the injury, Wade returned to the active roster in a game against the Charlotte Bobcats. Sporting a black sleeve to help protect his dislocated left shoulder, Wade played 27 minutes and recorded 12 points and 8 assists, in an 111–103 overtime loss. For the season, Wade averaged 27.4 points, 7.5 assists, 4.7 rebounds, and 2.1 steals per game shooting 50% from the field, and finished the season as the NBA's leader in PER (Player efficiency rating).",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
30IRMPJWE3YJWK261TY0EHJBUBRRKK,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3TE3O85735NR2OWA2PXY35T8Q03R2D,worker_119,Submitted,Wed May 17 12:37:51 PDT 2023,Wed May 17 12:40:44 PDT 2023,Sat May 20 12:40:44 PDT 2023,,,,173,99% (162/163),100% (71/71),100% (70/70),92_1,0,MARCO_748577,3,"Step 2. Apply protection to the shoulder and surrounding muscles with a shoulder brace, harness or sling. The protection allows the shoulder muscles to rest while preventing further damage. Avoid using the shoulder or arm for normal activities for a few days until the pain and swelling decreases.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":189,""label"":""relevant-text-span"",""startOffset"":8}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Apply protection to the shoulder and surrounding muscles with a shoulder brace, harness or sling. The protection allows the shoulder muscles to rest while preventing further damage.']"
30IRMPJWE3YJWK261TY0EHJBUBRRKK,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3H7XDTSHKH6MPEL30YSTS8VQSZ1WGK,worker_232,Submitted,Wed May 17 16:08:09 PDT 2023,Wed May 17 16:12:04 PDT 2023,Sat May 20 16:12:04 PDT 2023,,,,235,100% (130/130),100% (101/101),100% (100/100),92_1,0,MARCO_748577,3,"Step 2. Apply protection to the shoulder and surrounding muscles with a shoulder brace, harness or sling. The protection allows the shoulder muscles to rest while preventing further damage. Avoid using the shoulder or arm for normal activities for a few days until the pain and swelling decreases.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":86,""label"":""relevant-text-span"",""startOffset"":7},{""endOffset"":189,""label"":""relevant-text-span"",""startOffset"":106}]}}]",x,,"[' Apply protection to the shoulder and surrounding muscles with a shoulder brace', 'The protection allows the shoulder muscles to rest while preventing further damage.']"
30IRMPJWE3YJWK261TY0EHJBUBRRKK,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,320DUZ38GC10JUL4TZ9E3I1IQXFGJK,worker_249,Submitted,Wed May 17 04:29:46 PDT 2023,Wed May 17 04:31:03 PDT 2023,Sat May 20 04:31:03 PDT 2023,,,,77,100% (104/104),100% (101/101),100% (100/100),92_1,0,MARCO_748577,3,"Step 2. Apply protection to the shoulder and surrounding muscles with a shoulder brace, harness or sling. The protection allows the shoulder muscles to rest while preventing further damage. Avoid using the shoulder or arm for normal activities for a few days until the pain and swelling decreases.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":188,""label"":""relevant-text-span"",""startOffset"":106}]}}]",x,,['The protection allows the shoulder muscles to rest while preventing further damage']
3NBFJK3IPLXBXLE7JAWHMUMDC7QOG5,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,32ZKVD547K2T7ZB4ASPDM0TWEREB37,worker_119,Submitted,Wed May 17 11:19:50 PDT 2023,Wed May 17 11:26:19 PDT 2023,Sat May 20 11:26:19 PDT 2023,,,,389,99% (162/163),100% (71/71),100% (70/70),92_1,0,MARCO_7929340,3,"Top 10 facts about the world. A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma. These help keep the shoulder or upper arm straight and align the bones and joints, which helps the healing process.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":152,""label"":""relevant-text-span"",""startOffset"":30},{""endOffset"":268,""label"":""relevant-text-span"",""startOffset"":153}]}}]",x,,"['A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma.', 'These help keep the shoulder or upper arm straight and align the bones and joints, which helps the healing process.']"
3NBFJK3IPLXBXLE7JAWHMUMDC7QOG5,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3RWE2M8QWMPZRG14UVC3BXVJS7IN0T,worker_232,Submitted,Wed May 17 17:01:30 PDT 2023,Wed May 17 17:05:43 PDT 2023,Sat May 20 17:05:43 PDT 2023,,,,253,100% (130/130),100% (101/101),100% (100/100),92_1,0,MARCO_7929340,3,"Top 10 facts about the world. A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma. These help keep the shoulder or upper arm straight and align the bones and joints, which helps the healing process.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":153,""label"":""relevant-text-span"",""startOffset"":30}]}}]",x,,"['A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma. ']"
3NBFJK3IPLXBXLE7JAWHMUMDC7QOG5,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3OB0CAO74M44EFBEZ5SZY5S7I10HYD,worker_249,Submitted,Wed May 17 04:26:12 PDT 2023,Wed May 17 04:26:57 PDT 2023,Sat May 20 04:26:57 PDT 2023,,,,45,100% (104/104),100% (101/101),100% (100/100),92_1,0,MARCO_7929340,3,"Top 10 facts about the world. A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma. These help keep the shoulder or upper arm straight and align the bones and joints, which helps the healing process.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":268,""label"":""relevant-text-span"",""startOffset"":30}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['A shoulder splint is typically used to help keep the shoulder and upper arm stable after surgery, injury, or other trauma. These help keep the shoulder or upper arm straight and align the bones and joints, which helps the healing process.']"
329E6HTMT0HRDIH4Q3X4WJGVOXC3KT,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:47:56 PDT 2023,3,BatchId:5075611;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:47:56 PDT 2023,,,3U0SRXB7CIKNRAL3O8VIVTW61TANRC,worker_119,Submitted,Wed May 17 09:51:41 PDT 2023,Wed May 17 09:58:17 PDT 2023,Sat May 20 09:58:17 PDT 2023,,,,396,99% (162/163),100% (71/71),100% (70/70),92_1,0,MARCO_7929343,3,"It provides warmth, support and pain relief to the shoulder joint and is available in both left and right designs. Functional shoulder brace offers exceptional support without sacrificing function. It is indicated for stabilization of shoulder dislocations, subluxations and global shoulder instabilities.",,Do shoulder braces help recover from an injury?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":197,""label"":""relevant-text-span"",""startOffset"":115},{""endOffset"":305,""label"":""relevant-text-span"",""startOffset"":198}]}}]",x,,"['Functional shoulder brace offers exceptional support without sacrificing function.', 'It is indicated for stabilization of shoulder dislocations, subluxations and global shoulder instabilities.']"
