HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3D42WVSDICAHDZMEEDZX60K3P1UFYB,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3PJUZCGDJBVWK32DOP6DMB6H6EF981,worker_119,Submitted,Wed May 17 11:51:17 PDT 2023,Wed May 17 11:51:48 PDT 2023,Sat May 20 11:51:48 PDT 2023,,,,31,99% (92/93),100% (1/1),100% (1/1),88_1,0,CAR_2de1d34cd9f71ee233dfa80180f7afd596fbb5d8,3,"Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.",3.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"[""Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.""]"
3D42WVSDICAHDZMEEDZX60K3P1UFYB,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3180JW2OT9R23XWKC3QNZLAT0G75JH,worker_232,Submitted,Tue May 16 17:30:15 PDT 2023,Tue May 16 17:31:13 PDT 2023,Fri May 19 17:31:13 PDT 2023,,,,58,100% (56/56),100% (27/27),100% (27/27),88_1,0,CAR_2de1d34cd9f71ee233dfa80180f7afd596fbb5d8,3,"Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.",3.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"[""Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.""]"
3D42WVSDICAHDZMEEDZX60K3P1UFYB,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3E47SOBEYVBR77LT9VSV1Q13FHTICD,worker_249,Submitted,Tue May 16 15:08:34 PDT 2023,Tue May 16 15:59:16 PDT 2023,Fri May 19 15:59:16 PDT 2023,,,,3042,100% (4/4),100% (1/1),100% (1/1),88_1,0,CAR_2de1d34cd9f71ee233dfa80180f7afd596fbb5d8,3,"Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.",3.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":218,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"[""Hebrew labor' (, Avoda Ivrit) is a term referring to the ideal adopted by some Jews in Ottoman and Mandate Palestine during the late 19th and early 20th centuries to favour hiring Jewish rather than non-Jewish workers.""]"
3DW3BNF1HLXRUQHM1O67P9ZNKGFV81,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3TDXMTX3CG92RQCSZ4FSFQ9TJ72I6T,worker_119,Submitted,Wed May 17 09:51:37 PDT 2023,Wed May 17 09:54:06 PDT 2023,Sat May 20 09:54:06 PDT 2023,,,,149,99% (92/93),100% (1/1),100% (1/1),88_1,0,CAR_44c8a23b00acf1a44867da7dd2bf18d458a03b6a,3,"Dismissed owing to intrigues at the Ottoman court, he was reinstated in Bucharest (1798–1801). In 1799, he passed a resolution ending the labor conflict at the cloth factory in Pociovaliște (presently part of Bucharest). After reforming its system of worker employment and payment, as well as hiring Saxon experts from Transylvania to manage the industry, he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles (see Labor movement in Romania). At the time, the employees did not receive payment, but worked in exchange for tax exemptions.",2.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":557,""label"":""relevant-text-span"",""startOffset"":356},{""endOffset"":684,""label"":""relevant-text-span"",""startOffset"":604}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"[""he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles"", 'the employees did not receive payment, but worked in exchange for tax exemptions']"
3DW3BNF1HLXRUQHM1O67P9ZNKGFV81,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,39N5ACM9HJ2HQV1UA68O8X17VBY9PE,worker_232,Submitted,Tue May 16 17:36:27 PDT 2023,Tue May 16 17:37:30 PDT 2023,Fri May 19 17:37:30 PDT 2023,,,,63,100% (56/56),100% (27/27),100% (27/27),88_1,0,CAR_44c8a23b00acf1a44867da7dd2bf18d458a03b6a,3,"Dismissed owing to intrigues at the Ottoman court, he was reinstated in Bucharest (1798–1801). In 1799, he passed a resolution ending the labor conflict at the cloth factory in Pociovaliște (presently part of Bucharest). After reforming its system of worker employment and payment, as well as hiring Saxon experts from Transylvania to manage the industry, he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles (see Labor movement in Romania). At the time, the employees did not receive payment, but worked in exchange for tax exemptions.",2.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3DW3BNF1HLXRUQHM1O67P9ZNKGFV81,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3U4J9857OJQB8ICRC4S3ZH5CJGB7BT,worker_249,Submitted,Tue May 16 14:43:11 PDT 2023,Tue May 16 14:51:33 PDT 2023,Fri May 19 14:51:33 PDT 2023,,,,502,100% (4/4),100% (1/1),100% (1/1),88_1,0,CAR_44c8a23b00acf1a44867da7dd2bf18d458a03b6a,3,"Dismissed owing to intrigues at the Ottoman court, he was reinstated in Bucharest (1798–1801). In 1799, he passed a resolution ending the labor conflict at the cloth factory in Pociovaliște (presently part of Bucharest). After reforming its system of worker employment and payment, as well as hiring Saxon experts from Transylvania to manage the industry, he denied the workers' request to institute two weeks off for each week of labor, and ordered activities to be resumed, while stressing that it was imperative to respect the Ottoman demand for textiles (see Labor movement in Romania). At the time, the employees did not receive payment, but worked in exchange for tax exemptions.",2.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3KG2UQJ0NN3KSP89LR1G1JQASJZNQN,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3L0KT67Y8JVT4OPUAZ4Y2JZ9RHPYSX,worker_119,Submitted,Wed May 17 12:53:53 PDT 2023,Wed May 17 12:56:25 PDT 2023,Sat May 20 12:56:25 PDT 2023,,,,152,99% (92/93),100% (1/1),100% (1/1),88_1,0,CAR_4c3d06704732280aae6957cd9eaa4198bd599905,3,"Slavery was a part of Ottoman society, with most slaves employed as domestic servants. Agricultural slavery, such as that which was widespread in the Americas, was relatively rare. Unlike systems of chattel slavery, slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights. This gave them a degree of protection against abuse. Female slaves were still sold in the Empire as late as 1908. During the 19th century the Empire came under pressure from Western European countries to outlaw the practice. Policies developed by various Sultans throughout the 19th century attempted to curtail the slave trade but, since slavery did have centuries of religious backing and sanction, they never directly abolished the institution outright.",0.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":86,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,"['Slavery was a part of Ottoman society, with most slaves employed as domestic servants.']"
3KG2UQJ0NN3KSP89LR1G1JQASJZNQN,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,30BUDKLTXIAUSHASY2FW25X1V6S5E9,worker_232,Submitted,Tue May 16 13:12:42 PDT 2023,Tue May 16 15:06:39 PDT 2023,Fri May 19 15:06:39 PDT 2023,,,,6837,100% (56/56),100% (27/27),100% (27/27),88_1,0,CAR_4c3d06704732280aae6957cd9eaa4198bd599905,3,"Slavery was a part of Ottoman society, with most slaves employed as domestic servants. Agricultural slavery, such as that which was widespread in the Americas, was relatively rare. Unlike systems of chattel slavery, slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights. This gave them a degree of protection against abuse. Female slaves were still sold in the Empire as late as 1908. During the 19th century the Empire came under pressure from Western European countries to outlaw the practice. Policies developed by various Sultans throughout the 19th century attempted to curtail the slave trade but, since slavery did have centuries of religious backing and sanction, they never directly abolished the institution outright.",0.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":85,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":379,""label"":""relevant-text-span"",""startOffset"":216},{""endOffset"":440,""label"":""relevant-text-span"",""startOffset"":379}]}}]",x,,"['Slavery was a part of Ottoman society, with most slaves employed as domestic servants', 'slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights. This gave them a degree of protection against abuse. ', 'Female slaves were still sold in the Empire as late as 1908. ']"
3KG2UQJ0NN3KSP89LR1G1JQASJZNQN,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3MX2NQ3YCE93YH19T75OQUI8BAI5XT,worker_249,Submitted,Tue May 16 10:32:13 PDT 2023,Tue May 16 10:33:51 PDT 2023,Fri May 19 10:33:51 PDT 2023,,,,98,100% (4/4),100% (1/1),100% (1/1),88_1,0,CAR_4c3d06704732280aae6957cd9eaa4198bd599905,3,"Slavery was a part of Ottoman society, with most slaves employed as domestic servants. Agricultural slavery, such as that which was widespread in the Americas, was relatively rare. Unlike systems of chattel slavery, slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights. This gave them a degree of protection against abuse. Female slaves were still sold in the Empire as late as 1908. During the 19th century the Empire came under pressure from Western European countries to outlaw the practice. Policies developed by various Sultans throughout the 19th century attempted to curtail the slave trade but, since slavery did have centuries of religious backing and sanction, they never directly abolished the institution outright.",0.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":85,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":179,""label"":""relevant-text-span"",""startOffset"":87},{""endOffset"":439,""label"":""relevant-text-span"",""startOffset"":379}]}}]",x,,"['Slavery was a part of Ottoman society, with most slaves employed as domestic servants', 'Agricultural slavery, such as that which was widespread in the Americas, was relatively rare', 'Female slaves were still sold in the Empire as late as 1908.']"
3P4C70TRNVW3R0BA6IGPUDIJH1QLGO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:51:30 PDT 2023,3,BatchId:5074888;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:51:30 PDT 2023,,,3AWETUDC9774F0W319C3CO2OOD8ZIE,worker_119,Submitted,Wed May 17 11:51:22 PDT 2023,Wed May 17 11:59:23 PDT 2023,Sat May 20 11:59:23 PDT 2023,,,,481,99% (92/93),100% (1/1),100% (1/1),88_1,0,CAR_d59a271dbf13bfc28b9887522bc707e3217ebdd9,3,"The Byzantine-Ottoman wars and the Ottoman wars in Europe brought large numbers of slaves into the Islamic world. To staff its bureaucracy, the Ottoman Empire established a janissary system which seized hundreds of thousands of Christian boys through the devşirme system. They were well cared for but were legally slaves owned by the government and were not allowed to marry. They were never bought or sold. The Empire gave them significant administrative and military roles. The system began about 1365; there were 135,000 janissaries in 1826, when the system ended. After the Battle of Lepanto, 12,000 Christian galley slaves were recaptured and freed from the Ottoman fleet. Eastern Europe suffered a series of Tatar invasions, the goal of which was to loot and capture slaves into jasyr. Seventy-five Crimean Tatar raids were recorded into Poland–Lithuania between 1474 and 1569.",1.0,Can I have some information on the labor systems of the Ottoman Empire?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":271,""label"":""relevant-text-span"",""startOffset"":114},{""endOffset"":475,""label"":""relevant-text-span"",""startOffset"":408}]}}]",x,,"['To staff its bureaucracy, the Ottoman Empire established a janissary system which seized hundreds of thousands of Christian boys through the devirme system.', 'The Empire gave them significant administrative and military roles.']"
