HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
33W1NHWFZL0R1UEK5J651B86M46ZTU,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3LWJHTCVCH1BRHTMD5N5IYDS343FQP,worker_298,Approved,Tue May 16 15:13:26 PDT 2023,Tue May 16 15:13:42 PDT 2023,Fri May 19 15:13:42 PDT 2023,Wed May 17 14:24:12 PDT 2023,,,16,100% (81/81),100% (81/81),100% (81/81),90_1,0,CAR_946cd05990e0de135c48ee887699efd39055f936,4,"On 15 May 2016, the world's largest commercial jet airliner, the Antonov Design Bureau AN-225 Mriya landed at Perth Airport, making its first visit to Perth and Australia.",3.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":99,""label"":""relevant-text-span"",""startOffset"":16}]}}]",x,,"[""the world's largest commercial jet airliner, the Antonov Design Bureau AN-225 Mriya""]"
33W1NHWFZL0R1UEK5J651B86M46ZTU,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3KJYX6QCMEQJ1RBZIU803J4SD8GVJT,worker_195,Approved,Tue May 16 23:10:08 PDT 2023,Tue May 16 23:14:06 PDT 2023,Fri May 19 23:14:06 PDT 2023,Wed May 17 14:24:12 PDT 2023,,,238,100% (81/81),100% (81/81),100% (81/81),90_1,0,CAR_946cd05990e0de135c48ee887699efd39055f936,4,"On 15 May 2016, the world's largest commercial jet airliner, the Antonov Design Bureau AN-225 Mriya landed at Perth Airport, making its first visit to Perth and Australia.",3.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":99,""label"":""relevant-text-span"",""startOffset"":65}]}}]",x,,['Antonov Design Bureau AN-225 Mriya']
33W1NHWFZL0R1UEK5J651B86M46ZTU,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3QUO65DNQZ3XPNDWTHQ0FTJVYUTOUQ,worker_333,Approved,Tue May 16 21:28:06 PDT 2023,Tue May 16 21:28:39 PDT 2023,Fri May 19 21:28:39 PDT 2023,Wed May 17 14:24:12 PDT 2023,,,33,100% (119/119),100% (81/81),100% (81/81),90_1,0,CAR_946cd05990e0de135c48ee887699efd39055f936,4,"On 15 May 2016, the world's largest commercial jet airliner, the Antonov Design Bureau AN-225 Mriya landed at Perth Airport, making its first visit to Perth and Australia.",3.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":99,""label"":""relevant-text-span"",""startOffset"":60}]}}]",x,,[' the Antonov Design Bureau AN-225 Mriya']
3GV1I4SEPD41U7M4U573IM5UNNNL6M,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3IXEICO797YS04S3TGEWTXB2UDE6T8,worker_298,Approved,Tue May 16 17:45:32 PDT 2023,Tue May 16 17:45:50 PDT 2023,Fri May 19 17:45:50 PDT 2023,Wed May 17 14:24:16 PDT 2023,,,18,100% (81/81),100% (81/81),100% (81/81),90_1,0,MARCO_2039362,4,"The double-deck A380 is the world's largest commercial aircraft flying today, with capacity to carry 544 passengers in a comfortable four-class configuration, and up to 853 in a single-class configuration that provides wider seats than its competitor.",4.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":77,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,"[""The double-deck A380 is the world's largest commercial aircraft flying today,""]"
3GV1I4SEPD41U7M4U573IM5UNNNL6M,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,32Q90QCQ1X0XA0VV5PJ24UGJS2FEK7,worker_195,Approved,Tue May 16 23:14:06 PDT 2023,Tue May 16 23:14:29 PDT 2023,Fri May 19 23:14:29 PDT 2023,Wed May 17 14:24:16 PDT 2023,,,23,100% (81/81),100% (81/81),100% (81/81),90_1,0,MARCO_2039362,4,"The double-deck A380 is the world's largest commercial aircraft flying today, with capacity to carry 544 passengers in a comfortable four-class configuration, and up to 853 in a single-class configuration that provides wider seats than its competitor.",4.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":20,""label"":""relevant-text-span"",""startOffset"":4}]}}]",x,,['double-deck A380']
3GV1I4SEPD41U7M4U573IM5UNNNL6M,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3HSYG7LRBOD0W0N51BU52PTOCX9KKR,worker_333,Approved,Tue May 16 21:00:22 PDT 2023,Tue May 16 21:00:44 PDT 2023,Fri May 19 21:00:44 PDT 2023,Wed May 17 14:24:17 PDT 2023,,,22,100% (119/119),100% (81/81),100% (81/81),90_1,0,MARCO_2039362,4,"The double-deck A380 is the world's largest commercial aircraft flying today, with capacity to carry 544 passengers in a comfortable four-class configuration, and up to 853 in a single-class configuration that provides wider seats than its competitor.",4.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":20,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['The double-deck A380']
371Q3BEXELOQMU15GJ1FR6CKKLSZS5,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3JV9LGBJWYTEK5C19C1JBEI4PJZGOX,worker_298,Approved,Tue May 16 17:44:39 PDT 2023,Tue May 16 17:45:03 PDT 2023,Fri May 19 17:45:03 PDT 2023,Wed May 17 14:24:14 PDT 2023,,,24,100% (81/81),100% (81/81),100% (81/81),90_1,0,MARCO_4698523,4,"The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. The A380 took the first flight in April 2005 and commercial service began in October 25th, 2007 with Singapore Airlines.",2.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":183,""label"":""relevant-text-span"",""startOffset"":92}]}}]",x,,[' The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world']
371Q3BEXELOQMU15GJ1FR6CKKLSZS5,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3K5TEWLKG0QN6GRT0CN0RIPS0U8IVN,worker_195,Approved,Tue May 16 23:52:53 PDT 2023,Tue May 16 23:53:17 PDT 2023,Fri May 19 23:53:17 PDT 2023,Wed May 17 14:24:14 PDT 2023,,,24,100% (81/81),100% (81/81),100% (81/81),90_1,0,MARCO_4698523,4,"The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. The A380 took the first flight in April 2005 and commercial service began in October 25th, 2007 with Singapore Airlines.",2.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":91,""label"":""relevant-text-span"",""startOffset"":80}]}}]",x,,['Airbus A380']
371Q3BEXELOQMU15GJ1FR6CKKLSZS5,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:28 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:28 PDT 2023,,,3EJJQNKU9WKVHEZSLA05Q9ZAF8MHR0,worker_333,Approved,Tue May 16 20:31:40 PDT 2023,Tue May 16 20:34:15 PDT 2023,Fri May 19 20:34:15 PDT 2023,Wed May 17 14:24:14 PDT 2023,,,155,100% (119/119),100% (81/81),100% (81/81),90_1,0,MARCO_4698523,4,"The airliner that holds the current record of highest passenger capacity is the Airbus A380. The Airbus A380 is a four-engine aircraft and is the largest commercial plane in the world. The A380 took the first flight in April 2005 and commercial service began in October 25th, 2007 with Singapore Airlines.",2.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":91,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":108,""label"":""relevant-text-span"",""startOffset"":97}]}}]",x,,"['The airliner that holds the current record of highest passenger capacity is the Airbus A380', 'Airbus A380']"
3JYPJ2TAZMNN4LUDNQ3ET9RRLWRFPH,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 16 03:45:29 PDT 2023,3,BatchId:5074882;OriginalHitTemplateId:929448123;,21600,259200,Fri May 19 03:45:29 PDT 2023,,,336YQZE830TS4525F03FFD2A4535MC,worker_298,Approved,Tue May 16 09:32:43 PDT 2023,Tue May 16 09:33:13 PDT 2023,Fri May 19 09:33:13 PDT 2023,Wed May 17 14:24:19 PDT 2023,,,30,100% (81/81),100% (81/81),100% (81/81),90_1,0,MARCO_4811477,4,"Airbus and Boeing currently build the biggest passenger airplanes in the world, with the mighty Airbus A380-800 and its rival the Boeing 777-300, while Russia's Ilyushin also stands out as the only other company to make the list.",1.0,Which is the biggest commercial plane?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":144,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Airbus and Boeing currently build the biggest passenger airplanes in the world, with the mighty Airbus A380-800 and its rival the Boeing 777-300']"
