HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3PKVGQTFJLZEGPRN58ZRNPYMROCYRT,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3DIP6YHAPH7DFZTUW0MZEP7SXMO8EP,worker_332,Submitted,Mon May 15 22:59:11 PDT 2023,Mon May 15 23:01:25 PDT 2023,Thu May 18 23:01:25 PDT 2023,,,,134,100% (1/1),100% (1/1),100% (1/1),83_1,0,CAR_23c3b79994286a1b89dbc6cf83c1c4687a024955,3,"Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living host. The majority of parasitoids for bumble bees are flies and about 30 percent or more bees within the area can be infected. The process of parasitism consists of the fly attaching to the bee in flight and inserting her oviposits between the terga of the bee. The larval fly hatches within the bee host and develops by feeding on the host’s tissues. The bee lives for about two weeks before dying. The fly then pupates and spends the winter inside the bee, fully developed, before it emerges the following year. North American bumblebees are also hosted by one parasitoid wasp and the moth, B. variabilis.  Hibernating queen bumble bees are parasitized by a nematode worm, Sphaerularia bombi. This parasite does not reduce life span, but instead causes the sterilization of the queen. It has been observed that affected queens forage two to three weeks later than those that are unaffected.  Parasitic microorganisms also use bees as their host. Parasitic microorganisms’ effects may be lethal or sublethal. Pathogens may be transmitted within a colony or the bee may be infected at flowers. Tracheal mites (Locustacarus buchneri) leads to reduced foraging efficiency by living in the bee’s alveoli. Certain protozoans and fungi consume the host tissue or gut substances of the bumble bee’s digestive tract, decreasing foraging efficiency, life span, and thus the colony fitness. Bees may contain symbiotic bacteria that offer some immunity to pathogens. Further exposure to habitat loss as well as pesticide exposure may lead to bee predisposition, thus promoting the species’ decay.",3.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":108,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":1560,""label"":""relevant-text-span"",""startOffset"":1487}]}}]",x,,"['Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living hos', 'Bees may contain symbiotic bacteria that offer some immunity to pathogens']"
3PKVGQTFJLZEGPRN58ZRNPYMROCYRT,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3MTMREQS40XLFN80EY0JWMKNTCVWAU,worker_242,Submitted,Mon May 15 18:46:43 PDT 2023,Mon May 15 18:48:47 PDT 2023,Thu May 18 18:48:47 PDT 2023,,,,124,100% (1477/1478),100% (1/1),100% (1/1),83_1,0,CAR_23c3b79994286a1b89dbc6cf83c1c4687a024955,3,"Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living host. The majority of parasitoids for bumble bees are flies and about 30 percent or more bees within the area can be infected. The process of parasitism consists of the fly attaching to the bee in flight and inserting her oviposits between the terga of the bee. The larval fly hatches within the bee host and develops by feeding on the host’s tissues. The bee lives for about two weeks before dying. The fly then pupates and spends the winter inside the bee, fully developed, before it emerges the following year. North American bumblebees are also hosted by one parasitoid wasp and the moth, B. variabilis.  Hibernating queen bumble bees are parasitized by a nematode worm, Sphaerularia bombi. This parasite does not reduce life span, but instead causes the sterilization of the queen. It has been observed that affected queens forage two to three weeks later than those that are unaffected.  Parasitic microorganisms also use bees as their host. Parasitic microorganisms’ effects may be lethal or sublethal. Pathogens may be transmitted within a colony or the bee may be infected at flowers. Tracheal mites (Locustacarus buchneri) leads to reduced foraging efficiency by living in the bee’s alveoli. Certain protozoans and fungi consume the host tissue or gut substances of the bumble bee’s digestive tract, decreasing foraging efficiency, life span, and thus the colony fitness. Bees may contain symbiotic bacteria that offer some immunity to pathogens. Further exposure to habitat loss as well as pesticide exposure may lead to bee predisposition, thus promoting the species’ decay.",3.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":110,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":231,""label"":""relevant-text-span"",""startOffset"":111},{""endOffset"":366,""label"":""relevant-text-span"",""startOffset"":232},{""endOffset"":504,""label"":""relevant-text-span"",""startOffset"":457},{""endOffset"":712,""label"":""relevant-text-span"",""startOffset"":619},{""endOffset"":799,""label"":""relevant-text-span"",""startOffset"":714},{""endOffset"":997,""label"":""relevant-text-span"",""startOffset"":918},{""endOffset"":1052,""label"":""relevant-text-span"",""startOffset"":999},{""endOffset"":1198,""label"":""relevant-text-span"",""startOffset"":1115},{""endOffset"":1306,""label"":""relevant-text-span"",""startOffset"":1198},{""endOffset"":1486,""label"":""relevant-text-span"",""startOffset"":1307},{""endOffset"":1561,""label"":""relevant-text-span"",""startOffset"":1487}]}}]",x,,"['Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living host.', 'The majority of parasitoids for bumble bees are flies and about 30 percent or more bees within the area can be infected.', 'The process of parasitism consists of the fly attaching to the bee in flight and inserting her oviposits between the terga of the bee.', 'The bee lives for about two weeks before dying.', 'North American bumblebees are also hosted by one parasitoid wasp and the moth, B. variabilis.', 'Hibernating queen bumble bees are parasitized by a nematode worm, Sphaerularia bombi.', 'affected queens forage two to three weeks later than those that are unaffected.', 'Parasitic microorganisms also use bees as their host.', 'Pathogens may be transmitted within a colony or the bee may be infected at flowers.', ' Tracheal mites (Locustacarus buchneri) leads to reduced foraging efficiency by living in the bees alveoli.', 'Certain protozoans and fungi consume the host tissue or gut substances of the bumble bees digestive tract, decreasing foraging efficiency, life span, and thus the colony fitness.', 'Bees may contain symbiotic bacteria that offer some immunity to pathogens.']"
3PKVGQTFJLZEGPRN58ZRNPYMROCYRT,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3Y54SXRO1Q0D2FI4PYCZ93PIWJFTUJ,worker_180,Submitted,Mon May 15 12:00:26 PDT 2023,Mon May 15 12:10:41 PDT 2023,Thu May 18 12:10:41 PDT 2023,,,,615,100% (1/1),100% (1/1),100% (1/1),83_1,0,CAR_23c3b79994286a1b89dbc6cf83c1c4687a024955,3,"Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living host. The majority of parasitoids for bumble bees are flies and about 30 percent or more bees within the area can be infected. The process of parasitism consists of the fly attaching to the bee in flight and inserting her oviposits between the terga of the bee. The larval fly hatches within the bee host and develops by feeding on the host’s tissues. The bee lives for about two weeks before dying. The fly then pupates and spends the winter inside the bee, fully developed, before it emerges the following year. North American bumblebees are also hosted by one parasitoid wasp and the moth, B. variabilis.  Hibernating queen bumble bees are parasitized by a nematode worm, Sphaerularia bombi. This parasite does not reduce life span, but instead causes the sterilization of the queen. It has been observed that affected queens forage two to three weeks later than those that are unaffected.  Parasitic microorganisms also use bees as their host. Parasitic microorganisms’ effects may be lethal or sublethal. Pathogens may be transmitted within a colony or the bee may be infected at flowers. Tracheal mites (Locustacarus buchneri) leads to reduced foraging efficiency by living in the bee’s alveoli. Certain protozoans and fungi consume the host tissue or gut substances of the bumble bee’s digestive tract, decreasing foraging efficiency, life span, and thus the colony fitness. Bees may contain symbiotic bacteria that offer some immunity to pathogens. Further exposure to habitat loss as well as pesticide exposure may lead to bee predisposition, thus promoting the species’ decay.",3.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":110,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":891,""label"":""relevant-text-span"",""startOffset"":714},{""endOffset"":1561,""label"":""relevant-text-span"",""startOffset"":1487}]}}]",x,,"['Bumble bees are generally host to a diversity of parasitoids in which the larvae grows inside the living host.', 'Hibernating queen bumble bees are parasitized by a nematode worm, Sphaerularia bombi. This parasite does not reduce life span, but instead causes the sterilization of the queen.', 'Bees may contain symbiotic bacteria that offer some immunity to pathogens.']"
306996CF70ZUACZVXM6S9NI82H1B1W,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,34QN5IT0T46EO9E0OTNKT05O3LC08T,worker_332,Submitted,Mon May 15 22:55:06 PDT 2023,Mon May 15 22:57:02 PDT 2023,Thu May 18 22:57:02 PDT 2023,,,,116,100% (1/1),100% (1/1),100% (1/1),83_1,0,MARCO_1865508,3,"Or that a single worker bee produces 1/12 of a teaspoon of honey in her lifetime? Fascinating creatures, these winged stingers. But it's what they do for our foodstuffs that make them particularly interesting: Bees are critical pollinators directly or indirectly responsible for a third of the food we eat, including such goodies as blueberries, apples, and avocados.",0.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":8},{""endOffset"":366,""label"":""relevant-text-span"",""startOffset"":210}]}}]",x,,"['a single worker bee produces 1/12 of a teaspoon of honey in her lifetime', 'Bees are critical pollinators directly or indirectly responsible for a third of the food we eat, including such goodies as blueberries, apples, and avocados']"
306996CF70ZUACZVXM6S9NI82H1B1W,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,31QNSG6A5W8S6KEK9S8T8FFBATY874,worker_242,Submitted,Mon May 15 08:01:11 PDT 2023,Mon May 15 08:01:38 PDT 2023,Thu May 18 08:01:38 PDT 2023,,,,27,100% (1477/1478),100% (1/1),100% (1/1),83_1,0,MARCO_1865508,3,"Or that a single worker bee produces 1/12 of a teaspoon of honey in her lifetime? Fascinating creatures, these winged stingers. But it's what they do for our foodstuffs that make them particularly interesting: Bees are critical pollinators directly or indirectly responsible for a third of the food we eat, including such goodies as blueberries, apples, and avocados.",0.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":7},{""endOffset"":367,""label"":""relevant-text-span"",""startOffset"":210}]}}]",x,,"[' a single worker bee produces 1/12 of a teaspoon of honey in her lifetime', 'Bees are critical pollinators directly or indirectly responsible for a third of the food we eat, including such goodies as blueberries, apples, and avocados.']"
306996CF70ZUACZVXM6S9NI82H1B1W,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3STRJBFXO16ZZJDSVK8X3GGKUS2KTY,worker_180,Submitted,Mon May 15 13:36:38 PDT 2023,Mon May 15 13:39:38 PDT 2023,Thu May 18 13:39:38 PDT 2023,,,,180,100% (1/1),100% (1/1),100% (1/1),83_1,0,MARCO_1865508,3,"Or that a single worker bee produces 1/12 of a teaspoon of honey in her lifetime? Fascinating creatures, these winged stingers. But it's what they do for our foodstuffs that make them particularly interesting: Bees are critical pollinators directly or indirectly responsible for a third of the food we eat, including such goodies as blueberries, apples, and avocados.",0.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":80,""label"":""relevant-text-span"",""startOffset"":8},{""endOffset"":305,""label"":""relevant-text-span"",""startOffset"":210}]}}]",x,,"['a single worker bee produces 1/12 of a teaspoon of honey in her lifetime', 'Bees are critical pollinators directly or indirectly responsible for a third of the food we eat']"
30Y6N4AHZTBBIEWW9CCDA4OL907DR1,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3C44YUNSI64TTLEBMMDQUTKXMKHPDR,worker_332,Submitted,Mon May 15 22:42:22 PDT 2023,Mon May 15 22:43:45 PDT 2023,Thu May 18 22:43:45 PDT 2023,,,,83,100% (1/1),100% (1/1),100% (1/1),83_1,0,MARCO_270582,3,"Bees are flying insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the European honey bee, for producing honey and beeswax. Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila. There are nearly 20,000 known species of bees in seven recognized biological families. They are found on every continent except Antarctica, in every habitat on the planet that cont",2.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":57,""label"":""relevant-text-span"",""startOffset"":24},{""endOffset"":94,""label"":""relevant-text-span"",""startOffset"":59},{""endOffset"":198,""label"":""relevant-text-span"",""startOffset"":167},{""endOffset"":318,""label"":""relevant-text-span"",""startOffset"":200},{""endOffset"":405,""label"":""relevant-text-span"",""startOffset"":320},{""endOffset"":490,""label"":""relevant-text-span"",""startOffset"":408}]}}]",x,,"['closely related to wasps and ants', 'known for their role in pollination', 'for producing honey and beeswax', 'Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila', 'There are nearly 20,000 known species of bees in seven recognized biological families', 'hey are found on every continent except Antarctica, in every habitat on the planet']"
30Y6N4AHZTBBIEWW9CCDA4OL907DR1,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,345LHZDED2783YKAAJ68RQLK2MQ3U4,worker_242,Submitted,Mon May 15 18:27:43 PDT 2023,Mon May 15 18:28:50 PDT 2023,Thu May 18 18:28:50 PDT 2023,,,,67,100% (1477/1478),100% (1/1),100% (1/1),83_1,0,MARCO_270582,3,"Bees are flying insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the European honey bee, for producing honey and beeswax. Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila. There are nearly 20,000 known species of bees in seven recognized biological families. They are found on every continent except Antarctica, in every habitat on the planet that cont",2.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":199,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":319,""label"":""relevant-text-span"",""startOffset"":200},{""endOffset"":406,""label"":""relevant-text-span"",""startOffset"":320},{""endOffset"":490,""label"":""relevant-text-span"",""startOffset"":407}]}}]",x,,"['Bees are flying insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the European honey bee, for producing honey and beeswax.', 'Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila.', 'There are nearly 20,000 known species of bees in seven recognized biological families.', 'They are found on every continent except Antarctica, in every habitat on the planet']"
30Y6N4AHZTBBIEWW9CCDA4OL907DR1,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3JZQSN0I3VPKESZ8A9ITOK9QW2YGF4,worker_180,Submitted,Mon May 15 12:30:19 PDT 2023,Mon May 15 12:38:20 PDT 2023,Thu May 18 12:38:20 PDT 2023,,,,481,100% (1/1),100% (1/1),100% (1/1),83_1,0,MARCO_270582,3,"Bees are flying insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the European honey bee, for producing honey and beeswax. Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila. There are nearly 20,000 known species of bees in seven recognized biological families. They are found on every continent except Antarctica, in every habitat on the planet that cont",2.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":57,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":407,""label"":""relevant-text-span"",""startOffset"":320},{""endOffset"":458,""label"":""relevant-text-span"",""startOffset"":407}]}}]",x,,"['Bees are flying insects closely related to wasps and ants', 'There are nearly 20,000 known species of bees in seven recognized biological families. ', 'They are found on every continent except Antarctica']"
3PGQRAZX16ZQH4R0KXZWDZ3IDQVYSH,39S3HZ8OHF5RSC4IRGEDL2CDPXK7SO,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:36:56 PDT 2023,3,BatchId:5074130;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:36:56 PDT 2023,,,3P4RDNWNDALEFLRZJN9HOUEY5QLJIP,worker_332,Submitted,Mon May 15 22:49:40 PDT 2023,Mon May 15 22:51:05 PDT 2023,Thu May 18 22:51:05 PDT 2023,,,,85,100% (1/1),100% (1/1),100% (1/1),83_1,0,MARCO_3081567,3,"The bumble bee is the most common type of bee with around 250 different species of the bumble bee found around the world. Despite the fact that the bumble bee can be found in many countries, it is indigenous to the Northern Hemisphere, breeding more successfully in the more temperate climates.he bumble bee is the most common type of bee with around 250 different species of the bumble bee found around the world. Despite the fact that the bumble bee can be found in many countries, it is indigenous to the Northern Hemisphere, breeding more successfully in the more temperate climates.",4.0,What are some interesting facts about bees?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":120,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":293,""label"":""relevant-text-span"",""startOffset"":122}]}}]",x,,"['The bumble bee is the most common type of bee with around 250 different species of the bumble bee found around the world', 'Despite the fact that the bumble bee can be found in many countries, it is indigenous to the Northern Hemisphere, breeding more successfully in the more temperate climates']"
