HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3Q9SPIIRXN1IS3A6OWVH72OWHF7AWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3TS1AR6UQVT1LZO7H6EZI7WXYYXF7H,worker_119,Approved,Thu May 18 09:08:54 PDT 2023,Thu May 18 09:10:51 PDT 2023,Sun May 21 09:10:51 PDT 2023,Sun May 21 08:18:55 PDT 2023,,,117,100% (267/268),100% (176/176),100% (175/175),97_1,0,CAR_46bfb4abe57cfafd5c03c59a8131b493bc05e944,4,"The Pittsburgh Steelers have three primary rivals, all within their division: (Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals). They also have rivalries with other teams that arose from post-season battles in the past, most notably the New England Patriots, Oakland Raiders, Tennessee Titans and Dallas Cowboys. They also have an intrastate rivalry with the Philadelphia Eagles, but under the current scheduling the teams play each other only once every four years.",,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":95,""label"":""relevant-text-span"",""startOffset"":79},{""endOffset"":113,""label"":""relevant-text-span"",""startOffset"":97},{""endOffset"":137,""label"":""relevant-text-span"",""startOffset"":119},{""endOffset"":268,""label"":""relevant-text-span"",""startOffset"":244},{""endOffset"":285,""label"":""relevant-text-span"",""startOffset"":270},{""endOffset"":303,""label"":""relevant-text-span"",""startOffset"":287},{""endOffset"":322,""label"":""relevant-text-span"",""startOffset"":308},{""endOffset"":389,""label"":""relevant-text-span"",""startOffset"":366}]}}]",x,,"['Cleveland Browns', 'Baltimore Ravens', 'Cincinnati Bengals', 'the New England Patriots', 'Oakland Raiders', 'Tennessee Titans', 'Dallas Cowboys', 'the Philadelphia Eagles']"
3Q9SPIIRXN1IS3A6OWVH72OWHF7AWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3SLE99ER0SSUSSIXVZKMQ1YBTV8BZH,worker_232,Approved,Thu May 18 17:40:44 PDT 2023,Thu May 18 17:44:44 PDT 2023,Sun May 21 17:44:44 PDT 2023,Sun May 21 08:18:56 PDT 2023,,,240,100% (205/205),100% (176/176),100% (175/175),97_1,0,CAR_46bfb4abe57cfafd5c03c59a8131b493bc05e944,4,"The Pittsburgh Steelers have three primary rivals, all within their division: (Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals). They also have rivalries with other teams that arose from post-season battles in the past, most notably the New England Patriots, Oakland Raiders, Tennessee Titans and Dallas Cowboys. They also have an intrastate rivalry with the Philadelphia Eagles, but under the current scheduling the teams play each other only once every four years.",,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":137,""label"":""relevant-text-span"",""startOffset"":79},{""endOffset"":323,""label"":""relevant-text-span"",""startOffset"":248},{""endOffset"":389,""label"":""relevant-text-span"",""startOffset"":370}]}}]",x,,"['Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals', 'New England Patriots, Oakland Raiders, Tennessee Titans and Dallas Cowboys.', 'Philadelphia Eagles']"
3Q9SPIIRXN1IS3A6OWVH72OWHF7AWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3MX2NQ3YCE93YH19T75OQUI8BXG5X1,worker_249,Approved,Thu May 18 07:44:14 PDT 2023,Thu May 18 07:46:15 PDT 2023,Sun May 21 07:46:15 PDT 2023,Sun May 21 07:47:06 PDT 2023,,,121,100% (179/179),100% (176/176),100% (175/175),97_1,0,CAR_46bfb4abe57cfafd5c03c59a8131b493bc05e944,4,"The Pittsburgh Steelers have three primary rivals, all within their division: (Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals). They also have rivalries with other teams that arose from post-season battles in the past, most notably the New England Patriots, Oakland Raiders, Tennessee Titans and Dallas Cowboys. They also have an intrastate rivalry with the Philadelphia Eagles, but under the current scheduling the teams play each other only once every four years.",,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":138,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":323,""label"":""relevant-text-span"",""startOffset"":140},{""endOffset"":390,""label"":""relevant-text-span"",""startOffset"":324}]}}]",x,,"['The Pittsburgh Steelers have three primary rivals, all within their division: (Cleveland Browns, Baltimore Ravens, and Cincinnati Bengals)', 'They also have rivalries with other teams that arose from post-season battles in the past, most notably the New England Patriots, Oakland Raiders, Tennessee Titans and Dallas Cowboys.', 'They also have an intrastate rivalry with the Philadelphia Eagles,']"
3YZ7A3YHS98SFGHG9VUZ225PJOA5SY,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3RKNTXVS3RD96LPG4SU01U1WAGUA4F,worker_119,Approved,Thu May 18 09:08:57 PDT 2023,Thu May 18 09:36:20 PDT 2023,Sun May 21 09:36:20 PDT 2023,Sun May 21 08:17:55 PDT 2023,,,1643,100% (267/268),100% (176/176),100% (175/175),97_1,0,CAR_93ec4947dcaee1b6c04f31b53f4e1ef986f5366c,3,"Following their season-sweep over the Browns, the Steelers flew to Bank of America Stadium for a Week 15 interconference fight with the Carolina Panthers.  After a scoreless first quarter, Pittsburgh began their dominance in the second quarter.  It started with QB Ben Roethlisberger's 1-yard TD run.  Afterwards, kicker Jeff Reed nailed a 19-yard field goal, while Roethlisberger completed a 13-yard TD pass to RB Najeh Davenport.  The Panthers would get their only score of the game with kicker John Kasay's 37-yard field goal.  In the third quarter, Reed improved the Steelers' lead with a 45-yard field goal, while RB Willie Parker got a 41-yard TD run.  In the fourth quarter, rookie WR Santonio Holmes (who was plagued all year with fumbles on special teams) returned a punt 65 yards for a touchdown.  Afterwards, Reed helped Pittsburgh wrap the game up with a 26-yard field goal.  With the win, the Steelers improved to 7–7. Stats",1.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3YZ7A3YHS98SFGHG9VUZ225PJOA5SY,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3RJSC4XJ159V1RVYQVGHHGVX1S350I,worker_232,Approved,Thu May 18 17:40:45 PDT 2023,Thu May 18 17:45:07 PDT 2023,Sun May 21 17:45:07 PDT 2023,Sun May 21 08:17:55 PDT 2023,,,262,100% (205/205),100% (176/176),100% (175/175),97_1,0,CAR_93ec4947dcaee1b6c04f31b53f4e1ef986f5366c,3,"Following their season-sweep over the Browns, the Steelers flew to Bank of America Stadium for a Week 15 interconference fight with the Carolina Panthers.  After a scoreless first quarter, Pittsburgh began their dominance in the second quarter.  It started with QB Ben Roethlisberger's 1-yard TD run.  Afterwards, kicker Jeff Reed nailed a 19-yard field goal, while Roethlisberger completed a 13-yard TD pass to RB Najeh Davenport.  The Panthers would get their only score of the game with kicker John Kasay's 37-yard field goal.  In the third quarter, Reed improved the Steelers' lead with a 45-yard field goal, while RB Willie Parker got a 41-yard TD run.  In the fourth quarter, rookie WR Santonio Holmes (who was plagued all year with fumbles on special teams) returned a punt 65 yards for a touchdown.  Afterwards, Reed helped Pittsburgh wrap the game up with a 26-yard field goal.  With the win, the Steelers improved to 7–7. Stats",1.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3YZ7A3YHS98SFGHG9VUZ225PJOA5SY,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3JC6VJ2SAGYR24TGIXDA6M7AABAA53,worker_249,Approved,Thu May 18 04:28:37 PDT 2023,Thu May 18 04:29:21 PDT 2023,Sun May 21 04:29:21 PDT 2023,Sun May 21 04:30:02 PDT 2023,,,44,100% (179/179),100% (176/176),100% (175/175),97_1,0,CAR_93ec4947dcaee1b6c04f31b53f4e1ef986f5366c,3,"Following their season-sweep over the Browns, the Steelers flew to Bank of America Stadium for a Week 15 interconference fight with the Carolina Panthers.  After a scoreless first quarter, Pittsburgh began their dominance in the second quarter.  It started with QB Ben Roethlisberger's 1-yard TD run.  Afterwards, kicker Jeff Reed nailed a 19-yard field goal, while Roethlisberger completed a 13-yard TD pass to RB Najeh Davenport.  The Panthers would get their only score of the game with kicker John Kasay's 37-yard field goal.  In the third quarter, Reed improved the Steelers' lead with a 45-yard field goal, while RB Willie Parker got a 41-yard TD run.  In the fourth quarter, rookie WR Santonio Holmes (who was plagued all year with fumbles on special teams) returned a punt 65 yards for a touchdown.  Afterwards, Reed helped Pittsburgh wrap the game up with a 26-yard field goal.  With the win, the Steelers improved to 7–7. Stats",1.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":44,""label"":""relevant-text-span"",""startOffset"":33},{""endOffset"":153,""label"":""relevant-text-span"",""startOffset"":131}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"[' the Browns', ' the Carolina Panthers']"
35YHTYFL2KI095R992CDZ1G97MIFVW,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3NLZY2D53U4XR93IZGQ3DBIC0JEQLW,worker_119,Approved,Thu May 18 06:38:47 PDT 2023,Thu May 18 07:48:21 PDT 2023,Sun May 21 07:48:21 PDT 2023,Sun May 21 07:49:06 PDT 2023,,,4174,100% (267/268),100% (176/176),100% (175/175),97_1,0,CAR_ac56dc63a89981a7a53bc9922e6fffdb029bc511,3,"The rivalry carried over to the newly formed American Football Conference in 1970 as the two teams and then-Baltimore Colts joined the former American Football League teams in the conference as part of the AFL–NFL merger. The newly merged league needed to move three teams from the 'old' NFL to the AFC so that the two conferences had 13 teams. (The rest of the 'old' NFL teams joined the newly formed National Football Conference.) The NFL tried to get the Steelers to the new conference, but then-Steelers owner Art Rooney initially refused. However, Rooney reconsidered after then-Browns owner Art Modell volunteered the Browns to shift to the AFC, partly because the NFL had offered $3 million as an incentive to move but also on account of the potential for an intrastate rivalry with the AFL's newest team, the Cincinnati Bengals. Not only were the Bengals in the same state as the Browns, but they had been established by Browns founder Paul Brown, whom Modell had a lingering feud with. The financial boost combined with the prospect of losing his most lucrative division rival quickly persuaded Rooney to join Modell in the AFC in order to continue their own rivalry, although the team did lose its rivalry with the cross-state Philadelphia Eagles as a result. Somewhat ironically, although they play in the same state as the Browns, like the Browns, the Bengals currently view the Steelers as their biggest rival.",2.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":835,""label"":""relevant-text-span"",""startOffset"":813},{""endOffset"":1256,""label"":""relevant-text-span"",""startOffset"":1238},{""endOffset"":1371,""label"":""relevant-text-span"",""startOffset"":1360}]}}]",x,,"['the Cincinnati Bengals', 'hiladelphia Eagles', 'the Bengals']"
35YHTYFL2KI095R992CDZ1G97MIFVW,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3HUTX6F6VZ2O5B4UAXGU9AO3FLQ2O2,worker_232,Approved,Thu May 18 17:20:01 PDT 2023,Thu May 18 17:28:45 PDT 2023,Sun May 21 17:28:45 PDT 2023,Sun May 21 08:18:50 PDT 2023,,,524,100% (205/205),100% (176/176),100% (175/175),97_1,0,CAR_ac56dc63a89981a7a53bc9922e6fffdb029bc511,3,"The rivalry carried over to the newly formed American Football Conference in 1970 as the two teams and then-Baltimore Colts joined the former American Football League teams in the conference as part of the AFL–NFL merger. The newly merged league needed to move three teams from the 'old' NFL to the AFC so that the two conferences had 13 teams. (The rest of the 'old' NFL teams joined the newly formed National Football Conference.) The NFL tried to get the Steelers to the new conference, but then-Steelers owner Art Rooney initially refused. However, Rooney reconsidered after then-Browns owner Art Modell volunteered the Browns to shift to the AFC, partly because the NFL had offered $3 million as an incentive to move but also on account of the potential for an intrastate rivalry with the AFL's newest team, the Cincinnati Bengals. Not only were the Bengals in the same state as the Browns, but they had been established by Browns founder Paul Brown, whom Modell had a lingering feud with. The financial boost combined with the prospect of losing his most lucrative division rival quickly persuaded Rooney to join Modell in the AFC in order to continue their own rivalry, although the team did lose its rivalry with the cross-state Philadelphia Eagles as a result. Somewhat ironically, although they play in the same state as the Browns, like the Browns, the Bengals currently view the Steelers as their biggest rival.",2.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":835,""label"":""relevant-text-span"",""startOffset"":817},{""endOffset"":1358,""label"":""relevant-text-span"",""startOffset"":1347}]}}]",x,,"['Cincinnati Bengals', ' the Browns']"
35YHTYFL2KI095R992CDZ1G97MIFVW,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3A0EX8ZRND3UN28SZDI3CUP9NZ0BYI,worker_249,Approved,Thu May 18 08:07:06 PDT 2023,Thu May 18 08:11:20 PDT 2023,Sun May 21 08:11:20 PDT 2023,Sun May 21 08:12:06 PDT 2023,,,254,100% (179/179),100% (176/176),100% (175/175),97_1,0,CAR_ac56dc63a89981a7a53bc9922e6fffdb029bc511,3,"The rivalry carried over to the newly formed American Football Conference in 1970 as the two teams and then-Baltimore Colts joined the former American Football League teams in the conference as part of the AFL–NFL merger. The newly merged league needed to move three teams from the 'old' NFL to the AFC so that the two conferences had 13 teams. (The rest of the 'old' NFL teams joined the newly formed National Football Conference.) The NFL tried to get the Steelers to the new conference, but then-Steelers owner Art Rooney initially refused. However, Rooney reconsidered after then-Browns owner Art Modell volunteered the Browns to shift to the AFC, partly because the NFL had offered $3 million as an incentive to move but also on account of the potential for an intrastate rivalry with the AFL's newest team, the Cincinnati Bengals. Not only were the Bengals in the same state as the Browns, but they had been established by Browns founder Paul Brown, whom Modell had a lingering feud with. The financial boost combined with the prospect of losing his most lucrative division rival quickly persuaded Rooney to join Modell in the AFC in order to continue their own rivalry, although the team did lose its rivalry with the cross-state Philadelphia Eagles as a result. Somewhat ironically, although they play in the same state as the Browns, like the Browns, the Bengals currently view the Steelers as their biggest rival.",2.0,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1256,""label"":""relevant-text-span"",""startOffset"":1185},{""endOffset"":1423,""label"":""relevant-text-span"",""startOffset"":1342}]}}]",x,,"[' the team did lose its rivalry with the cross-state Philadelphia Eagles', ' like the Browns, the Bengals currently view the Steelers as their biggest rival.']"
3K1H3NEY8PEKTONIT1I1B0AE8UEDGU,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Thu May 18 03:37:46 PDT 2023,3,BatchId:5076233;OriginalHitTemplateId:929448123;,21600,259200,Sun May 21 03:37:46 PDT 2023,,,3GU1KF0O4NG0EOGR8QMKZ3WXJU2BPT,worker_119,Approved,Thu May 18 08:30:14 PDT 2023,Thu May 18 08:33:09 PDT 2023,Sun May 21 08:33:09 PDT 2023,Sun May 21 08:18:52 PDT 2023,,,175,100% (267/268),100% (176/176),100% (175/175),97_1,0,CAR_b410d735cf27416856835beb58a92e475dd14ede,4,"Pittsburgh's division rivals are the Cleveland Browns, the Baltimore Ravens, and the Cincinnati Bengals. At current, Pittsburgh has a winning record against all three. Many Pittsburgh natives and fans also consider the New England Patriots, the Dallas Cowboys, the Oakland Raiders, and the Denver Broncos to be the team's primary rivals.",,Who are the rivals of the Pittsburgh Steelers?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":53,""label"":""relevant-text-span"",""startOffset"":33},{""endOffset"":75,""label"":""relevant-text-span"",""startOffset"":55},{""endOffset"":103,""label"":""relevant-text-span"",""startOffset"":81},{""endOffset"":239,""label"":""relevant-text-span"",""startOffset"":215},{""endOffset"":259,""label"":""relevant-text-span"",""startOffset"":241},{""endOffset"":280,""label"":""relevant-text-span"",""startOffset"":261},{""endOffset"":304,""label"":""relevant-text-span"",""startOffset"":286}]}}]",x,,"['the Cleveland Browns', 'the Baltimore Ravens', 'the Cincinnati Bengals', 'the New England Patriots', 'the Dallas Cowboys', 'the Oakland Raiders', 'the Denver Broncos']"
