HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3JTPR5MT0WRURX484MLXBGEF2T35KL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3GLB5JMZF2ANG8LCJ3N30K65LIIDGD,worker_266,Submitted,Wed May 17 12:41:10 PDT 2023,Wed May 17 12:50:28 PDT 2023,Sat May 20 12:50:28 PDT 2023,,,,558,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_1fae2e498615f8e734574f159ea11d104edd0ab5,3,"In dealing with solid waste management, the Municipality of Polangui has adopted the usual means of dumping garbage in an open-pit dumpsite. Garbage is collected from each barangay in the poblacion every Tuesday and Friday. The municipality has four garbage trucks to ensure that the garbage is collected and disposed in the waste disposal site located at Sitio Barobo, about  distance from the central business district.",0.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":139,""label"":""relevant-text-span"",""startOffset"":81}]}}]",x,,['the usual means of dumping garbage in an open-pit dumpsite']
3JTPR5MT0WRURX484MLXBGEF2T35KL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3V0Z7YWSI3FJVVDRB92842IBB992VG,worker_28,Submitted,Wed May 17 20:39:03 PDT 2023,Wed May 17 20:46:49 PDT 2023,Sat May 20 20:46:49 PDT 2023,,,,466,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_1fae2e498615f8e734574f159ea11d104edd0ab5,3,"In dealing with solid waste management, the Municipality of Polangui has adopted the usual means of dumping garbage in an open-pit dumpsite. Garbage is collected from each barangay in the poblacion every Tuesday and Friday. The municipality has four garbage trucks to ensure that the garbage is collected and disposed in the waste disposal site located at Sitio Barobo, about  distance from the central business district.",0.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":139,""label"":""relevant-text-span"",""startOffset"":40},{""endOffset"":368,""label"":""relevant-text-span"",""startOffset"":280}]}}]",x,,"['the Municipality of Polangui has adopted the usual means of dumping garbage in an open-pit dumpsite', 'the garbage is collected and disposed in the waste disposal site located at Sitio Barobo']"
3JTPR5MT0WRURX484MLXBGEF2T35KL,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3GNCZX450N2VVEBZ2CMO4SCR19IAPS,worker_167,Submitted,Wed May 17 22:31:05 PDT 2023,Wed May 17 22:34:40 PDT 2023,Sat May 20 22:34:40 PDT 2023,,,,215,99% (124/125),100% (86/86),100% (85/85),95_1,0,CAR_1fae2e498615f8e734574f159ea11d104edd0ab5,3,"In dealing with solid waste management, the Municipality of Polangui has adopted the usual means of dumping garbage in an open-pit dumpsite. Garbage is collected from each barangay in the poblacion every Tuesday and Friday. The municipality has four garbage trucks to ensure that the garbage is collected and disposed in the waste disposal site located at Sitio Barobo, about  distance from the central business district.",0.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":139,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":222,""label"":""relevant-text-span"",""startOffset"":141},{""endOffset"":368,""label"":""relevant-text-span"",""startOffset"":224}]}}]",x,,"['In dealing with solid waste management, the Municipality of Polangui has adopted the usual means of dumping garbage in an open-pit dumpsite', 'Garbage is collected from each barangay in the poblacion every Tuesday and Friday', 'The municipality has four garbage trucks to ensure that the garbage is collected and disposed in the waste disposal site located at Sitio Barobo']"
3IH9TRB0GFE4XKD13WY9VAMLY99I15,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3TESA3PJ36PQCCNB7ZK1WFDWQIZMMP,worker_266,Submitted,Wed May 17 13:20:32 PDT 2023,Wed May 17 13:30:18 PDT 2023,Sat May 20 13:30:18 PDT 2023,,,,586,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_48959364d1f88dd0735f417f0caee4eb512c5645,3,"He started by surveying different areas of the country to better understand what types of garbage survives under different climates. He found there was little difference between the sites because the garbage is compacted. The California landfills did have less paper than those in Illinois. Recycling is thought to be the cause of the paper difference between states. Rathje's research uncovered some other misconceptions about landfills. In particular, it was revealed that the rate of natural biodegradation is far slower than had been assumed (e.g., in capacity planning). It was found that the plastic bottles that were crushed at the top were able to be re-inflated easier than those that were at the bottom because of a new system of bottle making called light-weighting. This is the process of using less plastic in bottles to conserve material and save money. Light-weighting is not limited to plastic alone; this process is used for aluminum and paper as well. Rathje also found that Americans were wrong about what they thought they threw away most. When combined, the three most infamous types of trash—diapers, fast food containers, and Styrofoam—amounted to less than three percent of the landfill's waste. Rathje found that plastic was 20-24 percent of waste and paper alone was 40 percent of the waste found in landfills. Thirteen percent of this paper waste was from newspapers. Rathje states the irony of this fact in his book. He talks about how newspapers are usually the ones that report things such as waste and pollution and it is these same newspapers clogging the landfills. Rathje discusses the rate of closing landfills and how for every six small landfills closed one large landfill opens. At the time he published his book he predicted that in the next five years 50 percent of the landfills open at the time would close. He determined this from his findings. In an effort for states to prevent their area becoming a large landfill often states ship their trash to other states. States such as Michigan are taking measures to prevent their state from being the landing spot for the nations trash. Michigan has found that in the past years most of their rise in trash rates are because of trash imports from Canada.",3.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":220,""label"":""relevant-text-span"",""startOffset"":151}]}}]",x,,[' little difference between the sites because the garbage is compacted']
3IH9TRB0GFE4XKD13WY9VAMLY99I15,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3PMBY0YE2CIYW6SQ51MIOX20W83C9J,worker_28,Submitted,Wed May 17 20:39:09 PDT 2023,Wed May 17 20:51:31 PDT 2023,Sat May 20 20:51:31 PDT 2023,,,,742,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_48959364d1f88dd0735f417f0caee4eb512c5645,3,"He started by surveying different areas of the country to better understand what types of garbage survives under different climates. He found there was little difference between the sites because the garbage is compacted. The California landfills did have less paper than those in Illinois. Recycling is thought to be the cause of the paper difference between states. Rathje's research uncovered some other misconceptions about landfills. In particular, it was revealed that the rate of natural biodegradation is far slower than had been assumed (e.g., in capacity planning). It was found that the plastic bottles that were crushed at the top were able to be re-inflated easier than those that were at the bottom because of a new system of bottle making called light-weighting. This is the process of using less plastic in bottles to conserve material and save money. Light-weighting is not limited to plastic alone; this process is used for aluminum and paper as well. Rathje also found that Americans were wrong about what they thought they threw away most. When combined, the three most infamous types of trash—diapers, fast food containers, and Styrofoam—amounted to less than three percent of the landfill's waste. Rathje found that plastic was 20-24 percent of waste and paper alone was 40 percent of the waste found in landfills. Thirteen percent of this paper waste was from newspapers. Rathje states the irony of this fact in his book. He talks about how newspapers are usually the ones that report things such as waste and pollution and it is these same newspapers clogging the landfills. Rathje discusses the rate of closing landfills and how for every six small landfills closed one large landfill opens. At the time he published his book he predicted that in the next five years 50 percent of the landfills open at the time would close. He determined this from his findings. In an effort for states to prevent their area becoming a large landfill often states ship their trash to other states. States such as Michigan are taking measures to prevent their state from being the landing spot for the nations trash. Michigan has found that in the past years most of their rise in trash rates are because of trash imports from Canada.",3.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":220,""label"":""relevant-text-span"",""startOffset"":199},{""endOffset"":776,""label"":""relevant-text-span"",""startOffset"":575}]}}]",x,,"[' garbage is compacted', ' It was found that the plastic bottles that were crushed at the top were able to be re-inflated easier than those that were at the bottom because of a new system of bottle making called light-weighting']"
3IH9TRB0GFE4XKD13WY9VAMLY99I15,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3F6KKYWMNGGTQ02Y670YQ4F2MXLNDI,worker_167,Submitted,Wed May 17 23:10:11 PDT 2023,Wed May 17 23:27:13 PDT 2023,Sat May 20 23:27:13 PDT 2023,,,,1022,99% (124/125),100% (86/86),100% (85/85),95_1,0,CAR_48959364d1f88dd0735f417f0caee4eb512c5645,3,"He started by surveying different areas of the country to better understand what types of garbage survives under different climates. He found there was little difference between the sites because the garbage is compacted. The California landfills did have less paper than those in Illinois. Recycling is thought to be the cause of the paper difference between states. Rathje's research uncovered some other misconceptions about landfills. In particular, it was revealed that the rate of natural biodegradation is far slower than had been assumed (e.g., in capacity planning). It was found that the plastic bottles that were crushed at the top were able to be re-inflated easier than those that were at the bottom because of a new system of bottle making called light-weighting. This is the process of using less plastic in bottles to conserve material and save money. Light-weighting is not limited to plastic alone; this process is used for aluminum and paper as well. Rathje also found that Americans were wrong about what they thought they threw away most. When combined, the three most infamous types of trash—diapers, fast food containers, and Styrofoam—amounted to less than three percent of the landfill's waste. Rathje found that plastic was 20-24 percent of waste and paper alone was 40 percent of the waste found in landfills. Thirteen percent of this paper waste was from newspapers. Rathje states the irony of this fact in his book. He talks about how newspapers are usually the ones that report things such as waste and pollution and it is these same newspapers clogging the landfills. Rathje discusses the rate of closing landfills and how for every six small landfills closed one large landfill opens. At the time he published his book he predicted that in the next five years 50 percent of the landfills open at the time would close. He determined this from his findings. In an effort for states to prevent their area becoming a large landfill often states ship their trash to other states. States such as Michigan are taking measures to prevent their state from being the landing spot for the nations trash. Michigan has found that in the past years most of their rise in trash rates are because of trash imports from Canada.",3.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":221,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":969,""label"":""relevant-text-span"",""startOffset"":598},{""endOffset"":2242,""label"":""relevant-text-span"",""startOffset"":1888}]}}]",x,,"['He started by surveying different areas of the country to better understand what types of garbage survives under different climates. He found there was little difference between the sites because the garbage is compacted.', 'plastic bottles that were crushed at the top were able to be re-inflated easier than those that were at the bottom because of a new system of bottle making called light-weighting. This is the process of using less plastic in bottles to conserve material and save money. Light-weighting is not limited to plastic alone; this process is used for aluminum and paper as well.', 'In an effort for states to prevent their area becoming a large landfill often states ship their trash to other states. States such as Michigan are taking measures to prevent their state from being the landing spot for the nations trash. Michigan has found that in the past years most of their rise in trash rates are because of trash imports from Canada.']"
3JVP4ZJHET74QVSJ7DU9H53BTH3I02,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,358UUM7WR4IYOPTG81ETZWAG1GH7R1,worker_266,Submitted,Wed May 17 12:01:05 PDT 2023,Wed May 17 12:03:30 PDT 2023,Sat May 20 12:03:30 PDT 2023,,,,145,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_810c56cc102622313b5a0eb1c5c20586c0344ec6,4,"ECOHISPÁNICA has developed and built a MSW Treatment Plant based on a very special autoclaves system called 'Waste Cleaner'. It is the first system able to process Municipal Solid Waste (MSW) in continuous mode. The Plant is able to process up to 40.000 tons per year without previous selection, and the system has been internationally patented by ECOHISPÁNICA. The process just applies water steam, pressure, temperature, and some internal movement... In about 20 minutes, the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation (the calorific power is about 3.500 kcal/kg). The rest of materials like plastic or metals, are very easy to select once garbage has been processed into the Waste Cleaner. The advantages of this technology are really impressive: It makes possible the goal of zero landfill, the volume of the garbage is reduced more than 80%, the operational costs are significantly reduced, no emissions,the employees work in very clean conditions, it increases a lot the efficiency in respect to other technologies,and is very fast (20 minutes are enough). The Plant of ECOHISPÁNICA is in the city of Rivas Vaciamadrid (Madrid), one of the most  prestigious cities in Spain in environment and new technologies. Visits from more than 80 countries have been received in the Plant in the last 2 years. ECOHISPÁNICA is releasing the Waste Cleaner to the world market, and installation of Plants in China, USA, Argentina, Chile, Israel, Brazil, Ghana and Spain is programmed for 2016 and 2017.",,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":123,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":294,""label"":""relevant-text-span"",""startOffset"":212},{""endOffset"":449,""label"":""relevant-text-span"",""startOffset"":362},{""endOffset"":680,""label"":""relevant-text-span"",""startOffset"":473},{""endOffset"":851,""label"":""relevant-text-span"",""startOffset"":727}]}}]",x,,"[""ECOHISPNICA has developed and built a MSW Treatment Plant based on a very special autoclaves system called 'Waste Cleaner'"", 'The Plant is able to process up to 40.000 tons per year without previous selection', 'The process just applies water steam, pressure, temperature, and some internal movement', ' the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation', 'The rest of materials like plastic or metals, are very easy to select once garbage has been processed into the Waste Cleaner']"
3JVP4ZJHET74QVSJ7DU9H53BTH3I02,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3907X2AHF5K6QBGVPXT9YATTPL82PV,worker_28,Submitted,Wed May 17 20:38:53 PDT 2023,Wed May 17 20:40:58 PDT 2023,Sat May 20 20:40:58 PDT 2023,,,,125,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_810c56cc102622313b5a0eb1c5c20586c0344ec6,4,"ECOHISPÁNICA has developed and built a MSW Treatment Plant based on a very special autoclaves system called 'Waste Cleaner'. It is the first system able to process Municipal Solid Waste (MSW) in continuous mode. The Plant is able to process up to 40.000 tons per year without previous selection, and the system has been internationally patented by ECOHISPÁNICA. The process just applies water steam, pressure, temperature, and some internal movement... In about 20 minutes, the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation (the calorific power is about 3.500 kcal/kg). The rest of materials like plastic or metals, are very easy to select once garbage has been processed into the Waste Cleaner. The advantages of this technology are really impressive: It makes possible the goal of zero landfill, the volume of the garbage is reduced more than 80%, the operational costs are significantly reduced, no emissions,the employees work in very clean conditions, it increases a lot the efficiency in respect to other technologies,and is very fast (20 minutes are enough). The Plant of ECOHISPÁNICA is in the city of Rivas Vaciamadrid (Madrid), one of the most  prestigious cities in Spain in environment and new technologies. Visits from more than 80 countries have been received in the Plant in the last 2 years. ECOHISPÁNICA is releasing the Waste Cleaner to the world market, and installation of Plants in China, USA, Argentina, Chile, Israel, Brazil, Ghana and Spain is programmed for 2016 and 2017.",,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":727,""label"":""relevant-text-span"",""startOffset"":362}]}}]",x,,"['The process just applies water steam, pressure, temperature, and some internal movement... In about 20 minutes, the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation (the calorific power is about 3.500 kcal/kg). ']"
3JVP4ZJHET74QVSJ7DU9H53BTH3I02,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3E1QT0TDFUOPV4VGSJCQZ45KP7N8IA,worker_167,Submitted,Wed May 17 22:31:07 PDT 2023,Wed May 17 22:37:37 PDT 2023,Sat May 20 22:37:37 PDT 2023,,,,390,99% (124/125),100% (86/86),100% (85/85),95_1,0,CAR_810c56cc102622313b5a0eb1c5c20586c0344ec6,4,"ECOHISPÁNICA has developed and built a MSW Treatment Plant based on a very special autoclaves system called 'Waste Cleaner'. It is the first system able to process Municipal Solid Waste (MSW) in continuous mode. The Plant is able to process up to 40.000 tons per year without previous selection, and the system has been internationally patented by ECOHISPÁNICA. The process just applies water steam, pressure, temperature, and some internal movement... In about 20 minutes, the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation (the calorific power is about 3.500 kcal/kg). The rest of materials like plastic or metals, are very easy to select once garbage has been processed into the Waste Cleaner. The advantages of this technology are really impressive: It makes possible the goal of zero landfill, the volume of the garbage is reduced more than 80%, the operational costs are significantly reduced, no emissions,the employees work in very clean conditions, it increases a lot the efficiency in respect to other technologies,and is very fast (20 minutes are enough). The Plant of ECOHISPÁNICA is in the city of Rivas Vaciamadrid (Madrid), one of the most  prestigious cities in Spain in environment and new technologies. Visits from more than 80 countries have been received in the Plant in the last 2 years. ECOHISPÁNICA is releasing the Waste Cleaner to the world market, and installation of Plants in China, USA, Argentina, Chile, Israel, Brazil, Ghana and Spain is programmed for 2016 and 2017.",,How are waste and garbage processed?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":852,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"[""ECOHISPNICA has developed and built a MSW Treatment Plant based on a very special autoclaves system called 'Waste Cleaner'. It is the first system able to process Municipal Solid Waste (MSW) in continuous mode. The Plant is able to process up to 40.000 tons per year without previous selection, and the system has been internationally patented by ECOHISPNICA. The process just applies water steam, pressure, temperature, and some internal movement... In about 20 minutes, the main part of the garbage (organic matter), is converted into a kind of biomass, very clean, that you can touch with your hands, storable, and valid for composting, for gassification, or power generation (the calorific power is about 3.500 kcal/kg). The rest of materials like plastic or metals, are very easy to select once garbage has been processed into the Waste Cleaner.""]"
34D9ZRXCZV9PLMTX4RLGADLBB1HSAV,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:56:29 PDT 2023,3,BatchId:5075617;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:56:29 PDT 2023,,,3K9FOBBF2MYCOCQQJOYM9HN7V3VNL0,worker_266,Submitted,Wed May 17 11:52:49 PDT 2023,Wed May 17 11:53:47 PDT 2023,Sat May 20 11:53:47 PDT 2023,,,,58,100% (86/86),100% (86/86),100% (85/85),95_1,0,CAR_aecfb0eb2ca430ca80cf99726afc44be2ec06e45,3,"The Jundiz recycling plant is located in the Basque Country (autonomous community), particularly in Vitoria-Gasteiz Jundiz Álava. This place is responsible for recycling the city garbage. The trash is converted by a physical-chemical or mechanical process to submit a substance or a product already used to a cycle of total or partial treatment for a commodity or a new product or raw materials from waste, introducing them back into life cycle. This occurs at the prospect of depletion of natural resources, macro economic and eliminate waste efficiently.",1.0,How are waste and garbage processed?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":405,""label"":""relevant-text-span"",""startOffset"":188}]}}]",x,,['The trash is converted by a physical-chemical or mechanical process to submit a substance or a product already used to a cycle of total or partial treatment for a commodity or a new product or raw materials from waste']
