HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
388CL5C1SN2HRW6LQOY7FDUKW2ZHLH,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3XLBSAQ9Z9R7QGF7II86LZCFAZ5Z7V,worker_298,Submitted,Wed May 17 17:50:01 PDT 2023,Wed May 17 17:51:28 PDT 2023,Sat May 20 17:51:28 PDT 2023,,,,87,100% (82/82),100% (82/82),100% (81/81),91_1,0,CAR_1543e810e31ad80b08f252ae8d6182c3c529da0f,4,"The General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a Regulation by which the European Parliament, the Council and the European Commission intend to strengthen and unify data protection for individuals within the European Union (EU). It also addresses export of personal data outside the EU. The primary objectives of the GDPR are to give citizens back the control of their personal data and to simplify the regulatory environment for international business by unifying the regulation within the EU. When the GDPR takes effect it will replace the data protection directive (officially Directive 95/46/EC)  from 1995. Perhaps confusingly for some, there is a new directive as well as a new regulation; it will apply to police procedures, which will continue to vary from one Member State to the other.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":315,""label"":""relevant-text-span"",""startOffset"":258},{""endOffset"":523,""label"":""relevant-text-span"",""startOffset"":316},{""endOffset"":640,""label"":""relevant-text-span"",""startOffset"":524}]}}]",x,,"['The General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a Regulation by which the European Parliament, the Council and the European Commission intend to strengthen and unify data protection for individuals within the European Union (EU).', 'It also addresses export of personal data outside the EU.', 'The primary objectives of the GDPR are to give citizens back the control of their personal data and to simplify the regulatory environment for international business by unifying the regulation within the EU.', 'When the GDPR takes effect it will replace the data protection directive (officially Directive 95/46/EC)  from 1995.']"
388CL5C1SN2HRW6LQOY7FDUKW2ZHLH,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3F0BG9B9MU27LQ52MW6N7S3D4XP7YK,worker_195,Submitted,Wed May 17 04:02:20 PDT 2023,Wed May 17 04:02:58 PDT 2023,Sat May 20 04:02:58 PDT 2023,,,,38,100% (113/113),100% (113/113),100% (112/112),91_1,0,CAR_1543e810e31ad80b08f252ae8d6182c3c529da0f,4,"The General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a Regulation by which the European Parliament, the Council and the European Commission intend to strengthen and unify data protection for individuals within the European Union (EU). It also addresses export of personal data outside the EU. The primary objectives of the GDPR are to give citizens back the control of their personal data and to simplify the regulatory environment for international business by unifying the regulation within the EU. When the GDPR takes effect it will replace the data protection directive (officially Directive 95/46/EC)  from 1995. Perhaps confusingly for some, there is a new directive as well as a new regulation; it will apply to police procedures, which will continue to vary from one Member State to the other.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":172},{""endOffset"":315,""label"":""relevant-text-span"",""startOffset"":266},{""endOffset"":411,""label"":""relevant-text-span"",""startOffset"":358},{""endOffset"":522,""label"":""relevant-text-span"",""startOffset"":419}]}}]",x,,"[' strengthen and unify data protection for individuals within the European Union (EU).', 'addresses export of personal data outside the EU.', 'give citizens back the control of their personal data', 'simplify the regulatory environment for international business by unifying the regulation within the EU']"
388CL5C1SN2HRW6LQOY7FDUKW2ZHLH,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3J4Q2Z4UT3ID23FH3UX5MMZSYFCWQ3,worker_333,Submitted,Wed May 17 03:52:57 PDT 2023,Wed May 17 03:54:38 PDT 2023,Sat May 20 03:54:38 PDT 2023,,,,101,100% (120/120),100% (82/82),100% (81/81),91_1,0,CAR_1543e810e31ad80b08f252ae8d6182c3c529da0f,4,"The General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a Regulation by which the European Parliament, the Council and the European Commission intend to strengthen and unify data protection for individuals within the European Union (EU). It also addresses export of personal data outside the EU. The primary objectives of the GDPR are to give citizens back the control of their personal data and to simplify the regulatory environment for international business by unifying the regulation within the EU. When the GDPR takes effect it will replace the data protection directive (officially Directive 95/46/EC)  from 1995. Perhaps confusingly for some, there is a new directive as well as a new regulation; it will apply to police procedures, which will continue to vary from one Member State to the other.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":173},{""endOffset"":316,""label"":""relevant-text-span"",""startOffset"":258},{""endOffset"":412,""label"":""relevant-text-span"",""startOffset"":358},{""endOffset"":524,""label"":""relevant-text-span"",""startOffset"":418},{""endOffset"":639,""label"":""relevant-text-span"",""startOffset"":559}]}}]",x,,"['strengthen and unify data protection for individuals within the European Union (EU).', 'It also addresses export of personal data outside the EU. ', 'give citizens back the control of their personal data ', ' simplify the regulatory environment for international business by unifying the regulation within the EU. ', 'replace the data protection directive (officially Directive 95/46/EC)  from 1995']"
3EFNPKWBNW3P0SA0MANMDZ1MAZ603K,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,34FNN24DCROSYMRJY3RQ98PHDZ4Y5M,worker_298,Submitted,Wed May 17 17:35:35 PDT 2023,Wed May 17 17:40:28 PDT 2023,Sat May 20 17:40:28 PDT 2023,,,,293,100% (82/82),100% (82/82),100% (81/81),91_1,0,CAR_f9a402f7ded5504c6e87b4e3a8ce871db97f1bf1,3,"The proposed new EU data protection regime extends the scope of the EU data protection law to all foreign companies processing data of EU residents. It provides for a harmonization of the data protection regulations throughout the EU, thereby making it easier for non-European companies to comply with these regulations; however, this comes at the cost of a strict data protection compliance regime with severe penalties of up to 4% of worldwide turnover.' The Parliament's version contains increased fines up to 5%. After trilogue negotiations between the European Parliament, the European Commission and the Council of Ministers, there is general consensus on the wording of the GDPR and also the financial penalties for non-compliance.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":321,""label"":""relevant-text-span"",""startOffset"":149},{""endOffset"":738,""label"":""relevant-text-span"",""startOffset"":632}]}}]",x,,"['It provides for a harmonization of the data protection regulations throughout the EU, thereby making it easier for non-European companies to comply with these regulations; ', 'there is general consensus on the wording of the GDPR and also the financial penalties for non-compliance.']"
3EFNPKWBNW3P0SA0MANMDZ1MAZ603K,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3WS1NTTKE3RN3OONW7TQ3SMAQ8RF0T,worker_195,Submitted,Wed May 17 03:59:03 PDT 2023,Wed May 17 03:59:46 PDT 2023,Sat May 20 03:59:46 PDT 2023,,,,43,100% (113/113),100% (113/113),100% (112/112),91_1,0,CAR_f9a402f7ded5504c6e87b4e3a8ce871db97f1bf1,3,"The proposed new EU data protection regime extends the scope of the EU data protection law to all foreign companies processing data of EU residents. It provides for a harmonization of the data protection regulations throughout the EU, thereby making it easier for non-European companies to comply with these regulations; however, this comes at the cost of a strict data protection compliance regime with severe penalties of up to 4% of worldwide turnover.' The Parliament's version contains increased fines up to 5%. After trilogue negotiations between the European Parliament, the European Commission and the Council of Ministers, there is general consensus on the wording of the GDPR and also the financial penalties for non-compliance.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":148,""label"":""relevant-text-span"",""startOffset"":43},{""endOffset"":233,""label"":""relevant-text-span"",""startOffset"":167},{""endOffset"":319,""label"":""relevant-text-span"",""startOffset"":243}]}}]",x,,"['extends the scope of the EU data protection law to all foreign companies processing data of EU residents.', 'harmonization of the data protection regulations throughout the EU', 'making it easier for non-European companies to comply with these regulations']"
3EFNPKWBNW3P0SA0MANMDZ1MAZ603K,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3X87C8JFVBQKVMY8JPN4PXW7TIPSQQ,worker_333,Submitted,Fri May 19 03:51:18 PDT 2023,Fri May 19 03:52:50 PDT 2023,Mon May 22 03:52:50 PDT 2023,,,,92,100% (120/120),100% (82/82),100% (81/81),91_1,0,CAR_f9a402f7ded5504c6e87b4e3a8ce871db97f1bf1,3,"The proposed new EU data protection regime extends the scope of the EU data protection law to all foreign companies processing data of EU residents. It provides for a harmonization of the data protection regulations throughout the EU, thereby making it easier for non-European companies to comply with these regulations; however, this comes at the cost of a strict data protection compliance regime with severe penalties of up to 4% of worldwide turnover.' The Parliament's version contains increased fines up to 5%. After trilogue negotiations between the European Parliament, the European Commission and the Council of Ministers, there is general consensus on the wording of the GDPR and also the financial penalties for non-compliance.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":148,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":233,""label"":""relevant-text-span"",""startOffset"":149}]}}]",x,,"['The proposed new EU data protection regime extends the scope of the EU data protection law to all foreign companies processing data of EU residents.', 'It provides for a harmonization of the data protection regulations throughout the EU']"
3MD8CKRQ032OL0WOJ8YOD2JYFMSJRE,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3DHE4R9OC1Q0DYNWME3M41F1OTK2GO,worker_298,Submitted,Wed May 17 17:17:13 PDT 2023,Wed May 17 17:18:03 PDT 2023,Sat May 20 17:18:03 PDT 2023,,,,50,100% (82/82),100% (82/82),100% (81/81),91_1,0,MARCO_1109620,2,"In May 2018, a European privacy law, the General Data Protection Regulation (GDPR), is due to take effect. The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.",0.0,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":328,""label"":""relevant-text-span"",""startOffset"":106}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"[' The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.']"
3MD8CKRQ032OL0WOJ8YOD2JYFMSJRE,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3QFUFYSY93U42C6OF8GSFVCN7K6F48,worker_195,Submitted,Wed May 17 03:55:18 PDT 2023,Wed May 17 03:55:42 PDT 2023,Sat May 20 03:55:42 PDT 2023,,,,24,100% (113/113),100% (113/113),100% (112/112),91_1,0,MARCO_1109620,2,"In May 2018, a European privacy law, the General Data Protection Regulation (GDPR), is due to take effect. The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.",0.0,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"":True,""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":328,""label"":""relevant-text-span"",""startOffset"":107}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.']"
3MD8CKRQ032OL0WOJ8YOD2JYFMSJRE,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,33CKWXB73OZWKYFXLRI5SV1QU5E11B,worker_333,Submitted,Fri May 19 02:53:04 PDT 2023,Fri May 19 02:53:45 PDT 2023,Mon May 22 02:53:45 PDT 2023,,,,41,100% (120/120),100% (82/82),100% (81/81),91_1,0,MARCO_1109620,2,"In May 2018, a European privacy law, the General Data Protection Regulation (GDPR), is due to take effect. The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.",0.0,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":328,""label"":""relevant-text-span"",""startOffset"":107}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['The GDPR imposes new rules on companies, government agencies, non-profits, and other organizations that offer goods and services to people in the European Union (EU), or that collect and analyze data tied to EU residents.']"
3LG268AV4CLGAKAW57NXGM66AEWERO,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Wed May 17 02:50:37 PDT 2023,3,BatchId:5075609;OriginalHitTemplateId:929448123;,21600,259200,Sat May 20 02:50:37 PDT 2023,,,3AMYWKA6YG1CNCNVXZSXZN5FVKCO6D,worker_298,Submitted,Wed May 17 17:13:53 PDT 2023,Wed May 17 17:14:30 PDT 2023,Sat May 20 17:14:30 PDT 2023,,,,37,100% (82/82),100% (82/82),100% (81/81),91_1,0,MARCO_4334930,3,"For the economics term, see Gross regional domestic product. The General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a regulation by which the European Parliament, the European Council and the European Commission intend to strengthen and unify data protection for all individuals within the European Union (EU). It also addresses the export of personal data outside the EU.",,What is the purpose of the General Data Protection Regulation (GDPR)?,"[{""answer_confidence"":{""high"":True,""low"",""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":331,""label"":""relevant-text-span"",""startOffset"":62},{""endOffset"":393,""label"":""relevant-text-span"",""startOffset"":332}]}}]",x,,"['he General Data Protection Regulation (GDPR) (Regulation (EU) 2016/679) is a regulation by which the European Parliament, the European Council and the European Commission intend to strengthen and unify data protection for all individuals within the European Union (EU).', 'It also addresses the export of personal data outside the EU.']"
