HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3LB1BGHFM6BRW44F9X4MN4Z4GCETYD,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3VHP9MDGRSZ7XGJ38NMAYTOB0GFCFD,worker_298,Submitted,Fri May 19 20:12:27 PDT 2023,Fri May 19 20:47:20 PDT 2023,Mon May 22 20:47:20 PDT 2023,,,,2093,100% (158/158),100% (158/158),100% (157/157),101_1,0,CAR_cdf8853addaa8bc945a08429d05c286250b8ce70,1,"In 1998, Trump began a relationship with Slovene model Melania Knauss, who became his third wife. They were engaged in April 2004 and were married on January 22, 2005, at Bethesda-by-the-Sea Episcopal Church, on the island of Palm Beach, Florida, followed by a reception at Trump's Mar-a-Lago estate. In 2006, Melania became a naturalized United States citizen. On March 20, 2006, she gave birth to their son, whom they named Barron Trump. Having heard the language since his birth, Barron is fluent in Slovene. In a February 2009 interview on ABC's news program Nightline, Trump commented that his love for his business had made it difficult for his first two wives to compete with his affection for work.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":207,""label"":""relevant-text-span"",""startOffset"":150}]}}]",x,,"['January 22, 2005, at Bethesda-by-the-Sea Episcopal Church']"
3LB1BGHFM6BRW44F9X4MN4Z4GCETYD,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3WSELTNVR8HTN646JTV892DORMAATP,worker_195,Submitted,Fri May 19 22:36:14 PDT 2023,Fri May 19 22:36:46 PDT 2023,Mon May 22 22:36:46 PDT 2023,,,,32,100% (188/188),100% (188/188),100% (187/187),101_1,0,CAR_cdf8853addaa8bc945a08429d05c286250b8ce70,1,"In 1998, Trump began a relationship with Slovene model Melania Knauss, who became his third wife. They were engaged in April 2004 and were married on January 22, 2005, at Bethesda-by-the-Sea Episcopal Church, on the island of Palm Beach, Florida, followed by a reception at Trump's Mar-a-Lago estate. In 2006, Melania became a naturalized United States citizen. On March 20, 2006, she gave birth to their son, whom they named Barron Trump. Having heard the language since his birth, Barron is fluent in Slovene. In a February 2009 interview on ABC's news program Nightline, Trump commented that his love for his business had made it difficult for his first two wives to compete with his affection for work.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3LB1BGHFM6BRW44F9X4MN4Z4GCETYD,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,36PW28KO44BRYNM9TY6DAGDNO9YEA8,worker_333,Approved,Fri May 19 04:39:31 PDT 2023,Fri May 19 04:40:18 PDT 2023,Mon May 22 04:40:18 PDT 2023,Mon May 22 04:40:19 PDT 2023,,,47,100% (244/244),100% (206/206),100% (205/205),101_1,0,CAR_cdf8853addaa8bc945a08429d05c286250b8ce70,1,"In 1998, Trump began a relationship with Slovene model Melania Knauss, who became his third wife. They were engaged in April 2004 and were married on January 22, 2005, at Bethesda-by-the-Sea Episcopal Church, on the island of Palm Beach, Florida, followed by a reception at Trump's Mar-a-Lago estate. In 2006, Melania became a naturalized United States citizen. On March 20, 2006, she gave birth to their son, whom they named Barron Trump. Having heard the language since his birth, Barron is fluent in Slovene. In a February 2009 interview on ABC's news program Nightline, Trump commented that his love for his business had made it difficult for his first two wives to compete with his affection for work.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":207,""label"":""relevant-text-span"",""startOffset"":98}]}}]",x,,"['They were engaged in April 2004 and were married on January 22, 2005, at Bethesda-by-the-Sea Episcopal Church']"
32W3UF2E0S0UCGOKY4LPI5VTXPG4CL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3TMSXRD2XBFPLZV0IF7QLLRKRMDW14,worker_298,Submitted,Fri May 19 20:05:49 PDT 2023,Fri May 19 20:06:06 PDT 2023,Mon May 22 20:06:06 PDT 2023,,,,17,100% (158/158),100% (158/158),100% (157/157),101_1,0,MARCO_3669870,1,"After becoming engaged in 2004, Donald Trump and Melania Knavs were married on January 22, 2005, at The Episcopal Church of Bethesda-by-the-Sea in Palm Beach, Florida, followed by a reception in the 17,000-sq.-ft ballroom at Trump's Mar-a-Lago estate.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":120,""label"":""relevant-text-span"",""startOffset"":32}]}}]",x,,"['Donald Trump and Melania Knavs were married on January 22, 2005, at The Episcopal Church']"
32W3UF2E0S0UCGOKY4LPI5VTXPG4CL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3QBD8R3Z26YY8PJHEBZI2PL104X4OM,worker_195,Submitted,Fri May 19 22:40:26 PDT 2023,Fri May 19 22:40:52 PDT 2023,Mon May 22 22:40:52 PDT 2023,,,,26,100% (188/188),100% (188/188),100% (187/187),101_1,0,MARCO_3669870,1,"After becoming engaged in 2004, Donald Trump and Melania Knavs were married on January 22, 2005, at The Episcopal Church of Bethesda-by-the-Sea in Palm Beach, Florida, followed by a reception in the 17,000-sq.-ft ballroom at Trump's Mar-a-Lago estate.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
32W3UF2E0S0UCGOKY4LPI5VTXPG4CL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3HRMW88U1B5T9YG4IUX3YI6JOPDM0E,worker_333,Approved,Fri May 19 04:41:58 PDT 2023,Fri May 19 04:42:27 PDT 2023,Mon May 22 04:42:27 PDT 2023,Mon May 22 04:43:19 PDT 2023,,,29,100% (244/244),100% (206/206),100% (205/205),101_1,0,MARCO_3669870,1,"After becoming engaged in 2004, Donald Trump and Melania Knavs were married on January 22, 2005, at The Episcopal Church of Bethesda-by-the-Sea in Palm Beach, Florida, followed by a reception in the 17,000-sq.-ft ballroom at Trump's Mar-a-Lago estate.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":144,""label"":""relevant-text-span"",""startOffset"":32}]}}]",x,,"['Donald Trump and Melania Knavs were married on January 22, 2005, at The Episcopal Church of Bethesda-by-the-Sea ']"
3RHLQY6EEXJ4H8UYY0G02BDBIPS4DL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3IX2EGZR7GYR8KUI9A3Q2MFPTOYJRS,worker_298,Approved,Fri May 19 20:06:06 PDT 2023,Fri May 19 20:06:26 PDT 2023,Mon May 22 20:06:26 PDT 2023,Mon May 22 05:53:55 PDT 2023,,,20,100% (158/158),100% (158/158),100% (157/157),101_1,0,MARCO_3678207,1,"Questions raised about Melania's marriage history. In an interview with Larry King Live in 2005 Melania Trump said that she had never been married before meeting Donald Trump. Melania and Donald Trump were not married until Jan. 22, 2005 at Bethesda-by-the Sea Episcopal Church in Palm Beach, Florida. When asked to explain the marriage discrepancy, Wildes said he would seek clarification, presumably from the Trump Organization.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":276,""label"":""relevant-text-span"",""startOffset"":176}]}}]",x,,"['Melania and Donald Trump were not married until Jan. 22, 2005 at Bethesda-by-the Sea Episcopal Churc']"
3RHLQY6EEXJ4H8UYY0G02BDBIPS4DL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3X1FV8S5J269APLYAONX66CCM22VG1,worker_195,Approved,Fri May 19 22:36:00 PDT 2023,Fri May 19 22:36:14 PDT 2023,Mon May 22 22:36:14 PDT 2023,Mon May 22 05:53:55 PDT 2023,,,14,100% (188/188),100% (188/188),100% (187/187),101_1,0,MARCO_3678207,1,"Questions raised about Melania's marriage history. In an interview with Larry King Live in 2005 Melania Trump said that she had never been married before meeting Donald Trump. Melania and Donald Trump were not married until Jan. 22, 2005 at Bethesda-by-the Sea Episcopal Church in Palm Beach, Florida. When asked to explain the marriage discrepancy, Wildes said he would seek clarification, presumably from the Trump Organization.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3RHLQY6EEXJ4H8UYY0G02BDBIPS4DL,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3EQHHY4HQX7SCV6J4X5K28ID9BBG5K,worker_333,Approved,Fri May 19 04:26:11 PDT 2023,Fri May 19 04:27:00 PDT 2023,Mon May 22 04:27:00 PDT 2023,Mon May 22 04:27:19 PDT 2023,,,49,100% (244/244),100% (206/206),100% (205/205),101_1,0,MARCO_3678207,1,"Questions raised about Melania's marriage history. In an interview with Larry King Live in 2005 Melania Trump said that she had never been married before meeting Donald Trump. Melania and Donald Trump were not married until Jan. 22, 2005 at Bethesda-by-the Sea Episcopal Church in Palm Beach, Florida. When asked to explain the marriage discrepancy, Wildes said he would seek clarification, presumably from the Trump Organization.",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":277,""label"":""relevant-text-span"",""startOffset"":176}]}}]",x,,"['Melania and Donald Trump were not married until Jan. 22, 2005 at Bethesda-by-the Sea Episcopal Church']"
30IRMPJWE3YJWK261TY0EHJBUC8RK3,3K3YEJM754J5CP78NS9HK71244LW5D,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:08:32 PDT 2023,3,BatchId:5076843;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:08:32 PDT 2023,,,3YWRV122CXEU4VQGM014I7TVKBPU82,worker_298,Submitted,Fri May 19 10:21:29 PDT 2023,Fri May 19 13:54:07 PDT 2023,Mon May 22 13:54:07 PDT 2023,,,,12758,100% (158/158),100% (158/158),100% (157/157),101_1,0,MARCO_3971926,1,"How long has Donald Trump been married? You might be wondering since the first few months of his presidency have been packed with uncomfortable exchanges with first lady Melania. Donald Trump married model Melania Knauss on January 22, 2005. The two had been married 12 years by the time Trump assumed the presidency. Their marriage ceremony was held at an Episcopal church in Palm Beach, Florida, followed by a reception at his Mar-a-Lago resort. How is Donald Trump and Melania Trump's marriage?",,What is Melania Trump's religion?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":396,""label"":""relevant-text-span"",""startOffset"":318}]}}]",x,,"['Their marriage ceremony was held at an Episcopal church in Palm Beach, Florida']"
