HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3UEBBGULQJ30WQ294C283FEQSCQUFW,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3II4UPYCOOMETXFQMZSFUYA7RHMQD4,worker_298,Submitted,Mon May 15 23:34:15 PDT 2023,Mon May 15 23:35:10 PDT 2023,Thu May 18 23:35:10 PDT 2023,,,,55,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_1104225,2,"How It Works: Garage Door Opener. The garage door dies some time during its 13,476th operation, while it's being closed. It goes out without much drama there's no audible snap as the torsion spring breaks, no parts dangle loose in telltale failure, and the motor sill lights up, strains and stops.",0.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":120,""label"":""relevant-text-span"",""startOffset"":34},{""endOffset"":297,""label"":""relevant-text-span"",""startOffset"":253}]}}]",x,,"[""The garage door dies some time during its 13,476th operation, while it's being closed."", 'the motor sill lights up, strains and stops.']"
3UEBBGULQJ30WQ294C283FEQSCQUFW,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3Y5140Z9D2VA1WUXE0E1LQ0ADGMIP0,worker_195,Submitted,Mon May 15 03:00:40 PDT 2023,Mon May 15 03:04:36 PDT 2023,Thu May 18 03:04:36 PDT 2023,,,,236,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_1104225,2,"How It Works: Garage Door Opener. The garage door dies some time during its 13,476th operation, while it's being closed. It goes out without much drama there's no audible snap as the torsion spring breaks, no parts dangle loose in telltale failure, and the motor sill lights up, strains and stops.",0.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":120,""label"":""relevant-text-span"",""startOffset"":34},{""endOffset"":297,""label"":""relevant-text-span"",""startOffset"":121}]}}]",x,,"[""The garage door dies some time during its 13,476th operation, while it's being closed."", ""It goes out without much drama there's no audible snap as the torsion spring breaks, no parts dangle loose in telltale failure, and the motor sill lights up, strains and stops.""]"
3UEBBGULQJ30WQ294C283FEQSCQUFW,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3T3IWE1XGB2LAMBN8PSUZ2STU3NTQ3,worker_333,Submitted,Tue May 16 00:14:13 PDT 2023,Tue May 16 00:15:59 PDT 2023,Fri May 19 00:15:59 PDT 2023,,,,106,100% (39/39),100% (1/1),100% (1/1),81_1,0,MARCO_1104225,2,"How It Works: Garage Door Opener. The garage door dies some time during its 13,476th operation, while it's being closed. It goes out without much drama there's no audible snap as the torsion spring breaks, no parts dangle loose in telltale failure, and the motor sill lights up, strains and stops.",0.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":120,""label"":""relevant-text-span"",""startOffset"":34}]}}]",x,,"[""The garage door dies some time during its 13,476th operation, while it's being closed.""]"
3PKVGQTFJLZEGPRN58ZRNPYMROCRYM,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3SPJ033426I05L64N5VKAI8MVAUJY8,worker_298,Submitted,Mon May 15 23:20:16 PDT 2023,Mon May 15 23:20:43 PDT 2023,Thu May 18 23:20:43 PDT 2023,,,,27,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_4516817,2,"The IR sensors can go bad. Not a very common problem though. I'd check rough alignment first, then inspect the wiring (it's exposed wiring so many things can bump into them). A pair of sensors is pretty cheap, but if all of a sudden your garage door refuses to close all the way it could be what's going on.",2.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":27,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":174,""label"":""relevant-text-span"",""startOffset"":61}]}}]",x,,"['The IR sensors can go bad. ', ""I'd check rough alignment first, then inspect the wiring (it's exposed wiring so many things can bump into them).""]"
3PKVGQTFJLZEGPRN58ZRNPYMROCRYM,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3FTOP5WARK338QAJFXKBIQE2IN50JT,worker_195,Submitted,Mon May 15 03:31:50 PDT 2023,Mon May 15 03:34:31 PDT 2023,Thu May 18 03:34:31 PDT 2023,,,,161,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_4516817,2,"The IR sensors can go bad. Not a very common problem though. I'd check rough alignment first, then inspect the wiring (it's exposed wiring so many things can bump into them). A pair of sensors is pretty cheap, but if all of a sudden your garage door refuses to close all the way it could be what's going on.",2.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":26,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":174,""label"":""relevant-text-span"",""startOffset"":60},{""endOffset"":307,""label"":""relevant-text-span"",""startOffset"":175}]}}]",x,,"['The IR sensors can go bad.', "" I'd check rough alignment first, then inspect the wiring (it's exposed wiring so many things can bump into them)."", ""A pair of sensors is pretty cheap, but if all of a sudden your garage door refuses to close all the way it could be what's going on.""]"
3PKVGQTFJLZEGPRN58ZRNPYMROCRYM,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3DL65MZB8IUFR2J7DC24GB3BNEJCEB,worker_333,Submitted,Mon May 15 23:29:46 PDT 2023,Mon May 15 23:30:42 PDT 2023,Thu May 18 23:30:42 PDT 2023,,,,56,100% (39/39),100% (1/1),100% (1/1),81_1,0,MARCO_4516817,2,"The IR sensors can go bad. Not a very common problem though. I'd check rough alignment first, then inspect the wiring (it's exposed wiring so many things can bump into them). A pair of sensors is pretty cheap, but if all of a sudden your garage door refuses to close all the way it could be what's going on.",2.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":False,""very_low"":True},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":306,""label"":""relevant-text-span"",""startOffset"":214}]}}]",x,,"[""if all of a sudden your garage door refuses to close all the way it could be what's going on""]"
3YLPJ8OXYCSIFEZFP0HCWIG3X4Z4XB,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3FTYUGLFSZ0P0BWS274CWNFGVL05D7,worker_298,Submitted,Mon May 15 23:33:56 PDT 2023,Mon May 15 23:34:15 PDT 2023,Thu May 18 23:34:15 PDT 2023,,,,19,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_4516825,3,"When any object, such as a child or pet, runs through the light beam created by these sensors while the door is closing, the door immediately stops and reverses. If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works, replacing the opener is highly recommended.",,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":318,""label"":""relevant-text-span"",""startOffset"":162}]}}]",x,,"['If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works, replacing the opener is highly recommended.']"
3YLPJ8OXYCSIFEZFP0HCWIG3X4Z4XB,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,35GCEFQ6IA3PPXEKG65G8I0Z4X4Z3A,worker_195,Submitted,Mon May 15 03:48:23 PDT 2023,Mon May 15 03:48:53 PDT 2023,Thu May 18 03:48:53 PDT 2023,,,,30,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_4516825,3,"When any object, such as a child or pet, runs through the light beam created by these sensors while the door is closing, the door immediately stops and reverses. If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works, replacing the opener is highly recommended.",,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":318,""label"":""relevant-text-span"",""startOffset"":162}]}}]",x,,"['If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works, replacing the opener is highly recommended.']"
3YLPJ8OXYCSIFEZFP0HCWIG3X4Z4XB,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3TOK3KHVJYXVRC10G9XP515BQ5V7OE,worker_333,Submitted,Mon May 15 23:18:52 PDT 2023,Mon May 15 23:21:19 PDT 2023,Thu May 18 23:21:19 PDT 2023,,,,147,100% (39/39),100% (1/1),100% (1/1),81_1,0,MARCO_4516825,3,"When any object, such as a child or pet, runs through the light beam created by these sensors while the door is closing, the door immediately stops and reverses. If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works, replacing the opener is highly recommended.",,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":273,""label"":""relevant-text-span"",""startOffset"":162}]}}]",x,,"['If your garage door opener does not have a safety reversing feature, or if the one it does have no longer works']"
3A3KKYU7Q7WJU4JVLZLMGTJWATDMWU,33YD3YS58WKU55LSDPGWXH1UDNBCZR,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 15 01:13:22 PDT 2023,3,BatchId:5074118;OriginalHitTemplateId:929448123;,10800,259200,Thu May 18 01:13:22 PDT 2023,,,3HWRJOOETAHVYJ83AYS4VG7T9HHSEX,worker_298,Submitted,Mon May 15 23:57:24 PDT 2023,Mon May 15 23:58:14 PDT 2023,Thu May 18 23:58:14 PDT 2023,,,,50,100% (1/1),100% (1/1),100% (1/1),81_1,0,MARCO_6154873,2,"I understand your concern with how long a garage door opener will last. We are here to help. Garage door openers have a life expediency of 10-15 years.However,they have been know to last as long as 25-30 years. It just depends on weather conditions and if proper maintenance is performed to the door and opener.When the keyless entry battery is replaced it may need to be reprogrammed.e are here to help. Garage door openers have a life expediency of 10-15 years. However,they have been know to last as long as 25-30 years. It just depends on weather conditions and if proper maintenance is performed to the door and opener. When the keyless entry battery is replaced it may need to be reprogrammed.",1.0,How do you know when your garage door opener is going bad?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":151,""label"":""relevant-text-span"",""startOffset"":93},{""endOffset"":210,""label"":""relevant-text-span"",""startOffset"":159},{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":211},{""endOffset"":463,""label"":""relevant-text-span"",""startOffset"":405},{""endOffset"":523,""label"":""relevant-text-span"",""startOffset"":472},{""endOffset"":624,""label"":""relevant-text-span"",""startOffset"":524}]}}]",x,,"['Garage door openers have a life expediency of 10-15 years.', 'they have been know to last as long as 25-30 years.', 'It just depends on weather conditions and if proper maintenance is performed to the door and opener.', 'Garage door openers have a life expediency of 10-15 years.', 'they have been know to last as long as 25-30 years.', 'It just depends on weather conditions and if proper maintenance is performed to the door and opener.']"
