HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
33TGB4G0MTW2WZE541IK4QSVEBYXTZ,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3LBXNTKX0WAMZ43LWXI52ANAZB49X3,worker_332,Submitted,Wed May 24 23:16:04 PDT 2023,Wed May 24 23:17:57 PDT 2023,Sat May 27 23:17:57 PDT 2023,,,,113,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_12_1743852582-1,4,"Best Front Bike Racks For Bikepacking & Touring - Bikepacking Alliance Best Front Bike Racks For Bikepacking & Touring Leave a Comment / Budget Gear, Panniers, Racks / By Phil Snider The best front bike rack for bikepacking and touring will offer an extra mounting place for gear while being very reliable.  It’s usually a secondary alternative after a rear rack since it adds weight to your bike’s front wheel and can greatly affect the steering and balance.  Front racks are common with touring cyclists who carry a significant amount of gear.  There are two main types of front racks: A standard rack (also called “top mount”) expands gear capacity since the load can be carried directly above the front wheel as well as hung to the sides.  A low rider rack allows bags only on the sides but holds the weight closer to the ground which allows for better balance.  As with rear racks, front racks are designed to attach to the braze-ons on your bike.  There are several front rack options to choose from for your bike touring or bikepacking setup.  Some people believe that a true bikepacking setup doesn’t utilize racks, but I believe term bikepacking refers to the type of terrain you’re riding, not the type of setup on your bike.",1.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":545,""label"":""relevant-text-span"",""startOffset"":461},{""endOffset"":1235,""label"":""relevant-text-span"",""startOffset"":1051}]}}]",x,,"['Front racks are common with touring cyclists who carry a significant amount of gear.', 'Some people believe that a true bikepacking setup doesnt utilize racks, but I believe term bikepacking refers to the type of terrain youre riding, not the type of setup on your bike.']"
33TGB4G0MTW2WZE541IK4QSVEBYXTZ,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3X4MXAO0BL3DE4UHG9M5RC9XWUWRW5,worker_242,Submitted,Wed May 24 18:47:54 PDT 2023,Wed May 24 18:48:37 PDT 2023,Sat May 27 18:48:37 PDT 2023,,,,43,100% (1863/1864),100% (387/387),100% (245/245),146_1-1,0,MARCO_12_1743852582-1,4,"Best Front Bike Racks For Bikepacking & Touring - Bikepacking Alliance Best Front Bike Racks For Bikepacking & Touring Leave a Comment / Budget Gear, Panniers, Racks / By Phil Snider The best front bike rack for bikepacking and touring will offer an extra mounting place for gear while being very reliable.  It’s usually a secondary alternative after a rear rack since it adds weight to your bike’s front wheel and can greatly affect the steering and balance.  Front racks are common with touring cyclists who carry a significant amount of gear.  There are two main types of front racks: A standard rack (also called “top mount”) expands gear capacity since the load can be carried directly above the front wheel as well as hung to the sides.  A low rider rack allows bags only on the sides but holds the weight closer to the ground which allows for better balance.  As with rear racks, front racks are designed to attach to the braze-ons on your bike.  There are several front rack options to choose from for your bike touring or bikepacking setup.  Some people believe that a true bikepacking setup doesn’t utilize racks, but I believe term bikepacking refers to the type of terrain you’re riding, not the type of setup on your bike.",1.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
33TGB4G0MTW2WZE541IK4QSVEBYXTZ,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3ZSANO2JCKMN4X8Z59CADYSTNVTFSR,worker_180,Submitted,Thu May 25 03:31:01 PDT 2023,Thu May 25 03:35:08 PDT 2023,Sun May 28 03:35:08 PDT 2023,,,,247,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_12_1743852582-1,4,"Best Front Bike Racks For Bikepacking & Touring - Bikepacking Alliance Best Front Bike Racks For Bikepacking & Touring Leave a Comment / Budget Gear, Panniers, Racks / By Phil Snider The best front bike rack for bikepacking and touring will offer an extra mounting place for gear while being very reliable.  It’s usually a secondary alternative after a rear rack since it adds weight to your bike’s front wheel and can greatly affect the steering and balance.  Front racks are common with touring cyclists who carry a significant amount of gear.  There are two main types of front racks: A standard rack (also called “top mount”) expands gear capacity since the load can be carried directly above the front wheel as well as hung to the sides.  A low rider rack allows bags only on the sides but holds the weight closer to the ground which allows for better balance.  As with rear racks, front racks are designed to attach to the braze-ons on your bike.  There are several front rack options to choose from for your bike touring or bikepacking setup.  Some people believe that a true bikepacking setup doesn’t utilize racks, but I believe term bikepacking refers to the type of terrain you’re riding, not the type of setup on your bike.",1.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1235,""label"":""relevant-text-span"",""startOffset"":1051}]}}]",x,,"['Some people believe that a true bikepacking setup doesnt utilize racks, but I believe term bikepacking refers to the type of terrain youre riding, not the type of setup on your bike.']"
3087LXLJ7QVKG4QT65OOE8QJDV60F0,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3MAOD8E57VP7O67FX71AKBIU414NX1,worker_332,Submitted,Thu May 25 02:00:21 PDT 2023,Thu May 25 02:02:06 PDT 2023,Sun May 28 02:02:06 PDT 2023,,,,105,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_16_2701667584-15,4,"The bicycle is loaded with food, spares, tools, and camping equipment so that the traveller is largely self-supporting. Mixed Terrain Cycle-Touring / Bikepacking Also called rough riding, cyclists travel over a variety of surfaces and topography on a single route, with a single bicycle.  Focusing on freedom of travel and efficiency over varied surfaces, cyclists often adopt an ultralight camping approach and carry their own minimal gear (bikepacking).  Supported touring Cyclists are supported by a motor vehicle, which carries most equipment.  This can be organized independently by groups of cyclists or commercial holiday companies.  These companies sell places on guided tours, including booked lodging, luggage transfers, route planning and often meals and rental bikes.  Day touring These rides vary highly in their size of the group, length, purpose, and methods of support.  They may involve solo cyclists, group rides, or large organized rides with hundreds to thousands of riders.  Their length can range from a few miles to century rides of 100 miles (160 km) or longer.  Their purpose can range from riding for pleasure or fitness, to raising money for a charitable organization.",3.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":454,""label"":""relevant-text-span"",""startOffset"":377},{""endOffset"":547,""label"":""relevant-text-span"",""startOffset"":457}]}}]",x,,"['an ultralight camping approach and carry their own minimal gear (bikepacking)', 'Supported touring Cyclists are supported by a motor vehicle, which carries most equipment.']"
3087LXLJ7QVKG4QT65OOE8QJDV60F0,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3SEPORI8WSEP9ID5PLKQVQE5DSKZA3,worker_242,Submitted,Wed May 24 19:17:03 PDT 2023,Wed May 24 19:18:41 PDT 2023,Sat May 27 19:18:41 PDT 2023,,,,98,100% (1863/1864),100% (387/387),100% (245/245),146_1-1,0,MARCO_16_2701667584-15,4,"The bicycle is loaded with food, spares, tools, and camping equipment so that the traveller is largely self-supporting. Mixed Terrain Cycle-Touring / Bikepacking Also called rough riding, cyclists travel over a variety of surfaces and topography on a single route, with a single bicycle.  Focusing on freedom of travel and efficiency over varied surfaces, cyclists often adopt an ultralight camping approach and carry their own minimal gear (bikepacking).  Supported touring Cyclists are supported by a motor vehicle, which carries most equipment.  This can be organized independently by groups of cyclists or commercial holiday companies.  These companies sell places on guided tours, including booked lodging, luggage transfers, route planning and often meals and rental bikes.  Day touring These rides vary highly in their size of the group, length, purpose, and methods of support.  They may involve solo cyclists, group rides, or large organized rides with hundreds to thousands of riders.  Their length can range from a few miles to century rides of 100 miles (160 km) or longer.  Their purpose can range from riding for pleasure or fitness, to raising money for a charitable organization.",3.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":287,""label"":""relevant-text-span"",""startOffset"":150},{""endOffset"":455,""label"":""relevant-text-span"",""startOffset"":289},{""endOffset"":547,""label"":""relevant-text-span"",""startOffset"":467}]}}]",x,,"['Bikepacking Also called rough riding, cyclists travel over a variety of surfaces and topography on a single route, with a single bicycle.', 'Focusing on freedom of travel and efficiency over varied surfaces, cyclists often adopt an ultralight camping approach and carry their own minimal gear (bikepacking).', 'touring Cyclists are supported by a motor vehicle, which carries most equipment.']"
3087LXLJ7QVKG4QT65OOE8QJDV60F0,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3QXNC7EIPNAE2EXATLTYTW0ZP5H908,worker_180,Submitted,Thu May 25 03:52:28 PDT 2023,Thu May 25 10:55:55 PDT 2023,Sun May 28 10:55:55 PDT 2023,,,,25407,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_16_2701667584-15,4,"The bicycle is loaded with food, spares, tools, and camping equipment so that the traveller is largely self-supporting. Mixed Terrain Cycle-Touring / Bikepacking Also called rough riding, cyclists travel over a variety of surfaces and topography on a single route, with a single bicycle.  Focusing on freedom of travel and efficiency over varied surfaces, cyclists often adopt an ultralight camping approach and carry their own minimal gear (bikepacking).  Supported touring Cyclists are supported by a motor vehicle, which carries most equipment.  This can be organized independently by groups of cyclists or commercial holiday companies.  These companies sell places on guided tours, including booked lodging, luggage transfers, route planning and often meals and rental bikes.  Day touring These rides vary highly in their size of the group, length, purpose, and methods of support.  They may involve solo cyclists, group rides, or large organized rides with hundreds to thousands of riders.  Their length can range from a few miles to century rides of 100 miles (160 km) or longer.  Their purpose can range from riding for pleasure or fitness, to raising money for a charitable organization.",3.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":455,""label"":""relevant-text-span"",""startOffset"":162},{""endOffset"":1195,""label"":""relevant-text-span"",""startOffset"":781}]}}]",x,,"['Also called rough riding, cyclists travel over a variety of surfaces and topography on a single route, with a single bicycle.  Focusing on freedom of travel and efficiency over varied surfaces, cyclists often adopt an ultralight camping approach and carry their own minimal gear (bikepacking).', 'Day touring These rides vary highly in their size of the group, length, purpose, and methods of support.  They may involve solo cyclists, group rides, or large organized rides with hundreds to thousands of riders.  Their length can range from a few miles to century rides of 100 miles (160 km) or longer.  Their purpose can range from riding for pleasure or fitness, to raising money for a charitable organization.']"
3M4KL7H8LZ2O40I01VPKY7WGPO9616,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3LBXNTKX0WAMZ43LWXI52ANAZC1X9Q,worker_332,Submitted,Thu May 25 03:46:04 PDT 2023,Thu May 25 03:47:07 PDT 2023,Sun May 28 03:47:07 PDT 2023,,,,63,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_18_438706474-27,4,"Bikepacking Bikepacking is a self-supported style of lightly-loaded single or multiple night mountain biking. Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear.  Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.  A typical bikepacking set-up includes a frame bag, handlebar roll, seat pack, and backpack and typical gear includes lightweight and basic camping gear, and a bike repair kit.  Mountain bikes are generally used as many bike packing destinations are reached via forest-service roads or singletrack trails.  Mountain bikes specific to bike-packing use a slightly taller frame to get the maximum frame bag capacity.  This is achieved by using a longer headtube, a more horizontal top tube, and a reduced stem degree.  Generally, bikepackers tend to cover anywhere from 25 to 75 miles (40 – 120 km) in a given day as the riding can be technical.  Risks Injuries are a given factor when mountain biking, especially in the more extreme disciplines like downhill biking, free ride and dirt jumping.",2.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":110}]}}]",x,,"['Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear']"
3M4KL7H8LZ2O40I01VPKY7WGPO9616,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3VHHR074H8WNLRY33HHXDK1HX5R7LA,worker_242,Submitted,Wed May 24 12:08:58 PDT 2023,Wed May 24 12:09:53 PDT 2023,Sat May 27 12:09:53 PDT 2023,,,,55,100% (1863/1864),100% (387/387),100% (245/245),146_1-1,0,MARCO_18_438706474-27,4,"Bikepacking Bikepacking is a self-supported style of lightly-loaded single or multiple night mountain biking. Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear.  Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.  A typical bikepacking set-up includes a frame bag, handlebar roll, seat pack, and backpack and typical gear includes lightweight and basic camping gear, and a bike repair kit.  Mountain bikes are generally used as many bike packing destinations are reached via forest-service roads or singletrack trails.  Mountain bikes specific to bike-packing use a slightly taller frame to get the maximum frame bag capacity.  This is achieved by using a longer headtube, a more horizontal top tube, and a reduced stem degree.  Generally, bikepackers tend to cover anywhere from 25 to 75 miles (40 – 120 km) in a given day as the riding can be technical.  Risks Injuries are a given factor when mountain biking, especially in the more extreme disciplines like downhill biking, free ride and dirt jumping.",2.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":202,""label"":""relevant-text-span"",""startOffset"":158},{""endOffset"":257,""label"":""relevant-text-span"",""startOffset"":207},{""endOffset"":376,""label"":""relevant-text-span"",""startOffset"":260}]}}]",x,,"['the two sports generally use different bikes', 'the main difference is the method of carrying gear', 'Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.']"
3M4KL7H8LZ2O40I01VPKY7WGPO9616,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,373ERPL3YTNLMNQNL4HU4S2YS64TRJ,worker_180,Submitted,Thu May 25 10:51:30 PDT 2023,Thu May 25 11:00:09 PDT 2023,Sun May 28 11:00:09 PDT 2023,,,,519,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_18_438706474-27,4,"Bikepacking Bikepacking is a self-supported style of lightly-loaded single or multiple night mountain biking. Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear.  Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.  A typical bikepacking set-up includes a frame bag, handlebar roll, seat pack, and backpack and typical gear includes lightweight and basic camping gear, and a bike repair kit.  Mountain bikes are generally used as many bike packing destinations are reached via forest-service roads or singletrack trails.  Mountain bikes specific to bike-packing use a slightly taller frame to get the maximum frame bag capacity.  This is achieved by using a longer headtube, a more horizontal top tube, and a reduced stem degree.  Generally, bikepackers tend to cover anywhere from 25 to 75 miles (40 – 120 km) in a given day as the riding can be technical.  Risks Injuries are a given factor when mountain biking, especially in the more extreme disciplines like downhill biking, free ride and dirt jumping.",2.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":258,""label"":""relevant-text-span"",""startOffset"":110},{""endOffset"":376,""label"":""relevant-text-span"",""startOffset"":260}]}}]",x,,"['Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear.', 'Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.']"
3Z8UJEJOD3S7WMYDM66F6A2FD9V396,3IYH2PD9CDXPWWYTZ7N0MWY85WATIV,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.40,Wed May 24 08:03:30 PDT 2023,3,BatchId:5079396;OriginalHitTemplateId:929448123;,86400,259200,Sat May 27 08:03:30 PDT 2023,,,3JJVG1YBEGCWLEY8OBD61XRGUC05B2,worker_332,Submitted,Wed May 24 23:37:31 PDT 2023,Wed May 24 23:39:07 PDT 2023,Sat May 27 23:39:07 PDT 2023,,,,96,100% (321/321),100% (321/321),100% (245/245),146_1-1,0,MARCO_37_1557974488-2,4,"Road bikes are primarily used on paved road surfaces, mainly only as conveyance. Types Cross country biking is classified by the type of terrain: rough forest paths, smooth fire roads and single track.  Downhill mountain biking is a gravity assisted timed race.  Downhill races are held on steep, downhill terrain with no extended climbing sections, resulting in high speed descents with extended air time off jumps and other obstacles.  The original concept of free-riding was that there were no set courses, goals or rules to abide by.  The original free-ride bikes were modified downhill bikes which utilized gearing that enabled the rider to go up hills as well as down them.  Modern free ride bikes are similar to downhill bikes, but feature slightly less suspension travel and are lighter - which enables them to be ridden not just downhill but through mountain paths.  Touring road bikes are designed to take weight and luggage while being comfortable with the bike frame favoring rigidity over flexibility, heavy duty wheels to increase the load capacity and multiple points for attaching rucksacks, water bottles and fenders.  Hybrid road cycles are utility cycles that can be used for both city riding and commuting on paved roads and had off-road capabilities.  Utility bikes are the most commonly used bikes globally and is used for simple community and running errands.",4.0,What's the difference between bike packing and bike touring?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
