HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
334ZEL5JYAUENQNYEAQYB85G0LAOSL,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3GNCZX450N2VVEBZ2CMO4SCR2VWAPF,worker_119,Submitted,Mon May 22 09:37:11 PDT 2023,Mon May 22 10:01:53 PDT 2023,Thu May 25 10:01:53 PDT 2023,,,,1482,100% (317/318),100% (226/226),100% (175/175),137_1-1,0,MARCO_18_2910246170-5,2,"The trilemma points out that a technologically mature 'posthuman' civilization would have enormous computing power; if even a tiny percentage of them were to run 'ancestor simulations' (that is, 'high-fidelity' simulations of ancestral life that would be indistinguishable from reality to the simulated ancestor), the total number of simulated ancestors, or 'Sims', in the universe (or multiverse, if it exists) would greatly exceed the total number of actual ancestors. Bostrom goes on to use a type of anthropic reasoning to claim that, if the third proposition is the one of those three that is true, and almost all people with our kind of experiences live in simulations, then we are almost certainly living in a simulation.  Bostrom claims his argument goes beyond the classical ancient ' skeptical hypothesis ', claiming that '...we have interesting empirical reasons to believe that a certain disjunctive claim about the world is true', the third of the three disjunctive propositions being that we are almost certainly living in a simulation.  Thus, Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.",0.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"",""medium"",""very_high"",""very_low"":True},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
334ZEL5JYAUENQNYEAQYB85G0LAOSL,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3HUTX6F6VZ2O5B4UAXGU9AO3GHEO25,worker_232,Submitted,Tue May 23 09:04:48 PDT 2023,Tue May 23 09:27:54 PDT 2023,Fri May 26 09:27:54 PDT 2023,,,,1386,100% (255/255),100% (226/226),100% (149/149),137_1-1,0,MARCO_18_2910246170-5,2,"The trilemma points out that a technologically mature 'posthuman' civilization would have enormous computing power; if even a tiny percentage of them were to run 'ancestor simulations' (that is, 'high-fidelity' simulations of ancestral life that would be indistinguishable from reality to the simulated ancestor), the total number of simulated ancestors, or 'Sims', in the universe (or multiverse, if it exists) would greatly exceed the total number of actual ancestors. Bostrom goes on to use a type of anthropic reasoning to claim that, if the third proposition is the one of those three that is true, and almost all people with our kind of experiences live in simulations, then we are almost certainly living in a simulation.  Bostrom claims his argument goes beyond the classical ancient ' skeptical hypothesis ', claiming that '...we have interesting empirical reasons to believe that a certain disjunctive claim about the world is true', the third of the three disjunctive propositions being that we are almost certainly living in a simulation.  Thus, Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.",0.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
334ZEL5JYAUENQNYEAQYB85G0LAOSL,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3K4J6M3CXJ8PI1I0ZTW1AJYZ189AGJ,worker_249,Submitted,Mon May 22 13:43:10 PDT 2023,Mon May 22 13:44:56 PDT 2023,Thu May 25 13:44:56 PDT 2023,,,,106,100% (229/229),100% (226/226),100% (175/175),137_1-1,0,MARCO_18_2910246170-5,2,"The trilemma points out that a technologically mature 'posthuman' civilization would have enormous computing power; if even a tiny percentage of them were to run 'ancestor simulations' (that is, 'high-fidelity' simulations of ancestral life that would be indistinguishable from reality to the simulated ancestor), the total number of simulated ancestors, or 'Sims', in the universe (or multiverse, if it exists) would greatly exceed the total number of actual ancestors. Bostrom goes on to use a type of anthropic reasoning to claim that, if the third proposition is the one of those three that is true, and almost all people with our kind of experiences live in simulations, then we are almost certainly living in a simulation.  Bostrom claims his argument goes beyond the classical ancient ' skeptical hypothesis ', claiming that '...we have interesting empirical reasons to believe that a certain disjunctive claim about the world is true', the third of the three disjunctive propositions being that we are almost certainly living in a simulation.  Thus, Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.",0.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1317,""label"":""relevant-text-span"",""startOffset"":1058}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"[""Bostrom, and writers in agreement with Bostrom such as David Chalmers, argue there might be empirical reasons for the 'simulation hypothesis', and that therefore the simulation hypothesis is not a skeptical hypothesis but rather a ' metaphysical hypothesis '.""]"
338431Z1GPU2MBNLZLQTLY0KEJRORX,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3I7DHKZYGSFMYVAOTDZ2KNI18B95F2,worker_119,Submitted,Mon May 22 09:37:05 PDT 2023,Mon May 22 09:54:22 PDT 2023,Thu May 25 09:54:22 PDT 2023,,,,1037,100% (317/318),100% (226/226),100% (175/175),137_1-1,0,MARCO_18_2910246170-9,2,"It has been argued that we cannot be the ones being simulated, since the simulation argument uses our descendants as the ones running the simulations. In other words, it has been argued that the probability that we assign to our living in a simulated universe is not independent of the prior probability that we assign to the existence of universes other than our own, which highlights a different way in which the simulation argument is begging the question.  Arguments, within the trilemma, against the simulation hypothesis Spela upp media Simulation down to molecular level of very small sample of matter Some scholars accept the trilemma, and argue that the first or second of the propositions are true, and that the third proposition (the proposition that we live in a simulation) is false.  Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse.  This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false.  (Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)",1.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
338431Z1GPU2MBNLZLQTLY0KEJRORX,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,34BBWHLWHFQ0L5RYQMSWDK8685HIW9,worker_232,Submitted,Mon May 22 15:52:50 PDT 2023,Mon May 22 16:07:40 PDT 2023,Thu May 25 16:07:40 PDT 2023,,,,890,100% (255/255),100% (226/226),100% (149/149),137_1-1,0,MARCO_18_2910246170-9,2,"It has been argued that we cannot be the ones being simulated, since the simulation argument uses our descendants as the ones running the simulations. In other words, it has been argued that the probability that we assign to our living in a simulated universe is not independent of the prior probability that we assign to the existence of universes other than our own, which highlights a different way in which the simulation argument is begging the question.  Arguments, within the trilemma, against the simulation hypothesis Spela upp media Simulation down to molecular level of very small sample of matter Some scholars accept the trilemma, and argue that the first or second of the propositions are true, and that the third proposition (the proposition that we live in a simulation) is false.  Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse.  This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false.  (Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)",1.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":1257,""label"":""relevant-text-span"",""startOffset"":798},{""endOffset"":1369,""label"":""relevant-text-span"",""startOffset"":1259}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"[""Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse.  This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false."", '(Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)']"
338431Z1GPU2MBNLZLQTLY0KEJRORX,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3C8HJ7UOPC9QBJMUMOAV4H956F3ZMS,worker_249,Submitted,Mon May 22 13:53:15 PDT 2023,Mon May 22 13:57:49 PDT 2023,Thu May 25 13:57:49 PDT 2023,,,,274,100% (229/229),100% (226/226),100% (175/175),137_1-1,0,MARCO_18_2910246170-9,2,"It has been argued that we cannot be the ones being simulated, since the simulation argument uses our descendants as the ones running the simulations. In other words, it has been argued that the probability that we assign to our living in a simulated universe is not independent of the prior probability that we assign to the existence of universes other than our own, which highlights a different way in which the simulation argument is begging the question.  Arguments, within the trilemma, against the simulation hypothesis Spela upp media Simulation down to molecular level of very small sample of matter Some scholars accept the trilemma, and argue that the first or second of the propositions are true, and that the third proposition (the proposition that we live in a simulation) is false.  Physicist Paul Davies use Bostrom's trilemma as part of one possible argument against a near-infinite multiverse.  This argument runs as follows: if there were a near-infinite multiverse, there would be posthuman civilizations running ancestor simulations, and therefore we would come to the untenable and scientifically self-defeating conclusion that we live in a simulation; therefore, by reductio ad absurdum, existing multiverse theories are likely false.  (Unlike Bostrom and Chalmers, Davies (among others) considers the simulation hypothesis to be self-defeating.)",1.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3DA79LNS6DAQG17RKCBWXA3R7DT3TV,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,30LB5CDZNHPT85FNXJNX6K2S385Z0C,worker_119,Submitted,Mon May 22 10:46:06 PDT 2023,Mon May 22 10:47:56 PDT 2023,Thu May 25 10:47:56 PDT 2023,,,,110,100% (317/318),100% (226/226),100% (175/175),137_1-1,0,MARCO_24_446293844-1,3,"The universe is not a simulation.  | by Tim Andersen, Ph.D. | The Infinite Universe | Medium The universe is not a simulation.  The argument that the universe is a simulation is based on flawed reasoning and bad science.  Tim Andersen, Ph.D. May 27, 2020 · 8 min read They all believe it.  Elon Musk says it’s almost certain.  Scientists such as Neil deGrasse Tyson and philosophers such as Nick Bostrom argue that our universe is likely a simulation, running on sophisticated computing hardware in a “real” universe, the plaything of the Godlike beings who created us.  While researchers at Oxford have experimentally shown that the universe cannot be simulated using classical algorithms, it remains to be seen whether more advanced, quantum computing methods could.  But philosophically, these arguments are based on a flawed belief in the reality of Bayesian probability, which falsely imposes our own mental constructs on reality to prove things about nature.  PLATO AND ARISTOTLE/RAPHAEL If you’ve read my articles on how space and time might be illusions or why objective reality might be an illusion or even why you don’t have to believe in the multiverse, you might have noticed a theme developing.  All experience is part of an elaborate illusion, but I have never argued that nothing is real.",,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":964,""label"":""relevant-text-span"",""startOffset"":791},{""endOffset"":1303,""label"":""relevant-text-span"",""startOffset"":1209}]}}]",x,,"['these arguments are based on a flawed belief in the reality of Bayesian probability, which falsely imposes our own mental constructs on reality to prove things about nature.', 'All experience is part of an elaborate illusion, but I have never argued that nothing is real.']"
3DA79LNS6DAQG17RKCBWXA3R7DT3TV,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3LPW2N6LKYHBHD7EO2U16NJ4I365UT,worker_232,Submitted,Mon May 22 16:26:53 PDT 2023,Mon May 22 16:35:47 PDT 2023,Thu May 25 16:35:47 PDT 2023,,,,534,100% (255/255),100% (226/226),100% (149/149),137_1-1,0,MARCO_24_446293844-1,3,"The universe is not a simulation.  | by Tim Andersen, Ph.D. | The Infinite Universe | Medium The universe is not a simulation.  The argument that the universe is a simulation is based on flawed reasoning and bad science.  Tim Andersen, Ph.D. May 27, 2020 · 8 min read They all believe it.  Elon Musk says it’s almost certain.  Scientists such as Neil deGrasse Tyson and philosophers such as Nick Bostrom argue that our universe is likely a simulation, running on sophisticated computing hardware in a “real” universe, the plaything of the Godlike beings who created us.  While researchers at Oxford have experimentally shown that the universe cannot be simulated using classical algorithms, it remains to be seen whether more advanced, quantum computing methods could.  But philosophically, these arguments are based on a flawed belief in the reality of Bayesian probability, which falsely imposes our own mental constructs on reality to prove things about nature.  PLATO AND ARISTOTLE/RAPHAEL If you’ve read my articles on how space and time might be illusions or why objective reality might be an illusion or even why you don’t have to believe in the multiverse, you might have noticed a theme developing.  All experience is part of an elaborate illusion, but I have never argued that nothing is real.",,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
3DA79LNS6DAQG17RKCBWXA3R7DT3TV,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3IRIK4HM3FZBENQS7UJ64NBY7S6C6Q,worker_249,Submitted,Mon May 22 07:47:34 PDT 2023,Mon May 22 07:53:15 PDT 2023,Thu May 25 07:53:15 PDT 2023,,,,341,100% (229/229),100% (226/226),100% (175/175),137_1-1,0,MARCO_24_446293844-1,3,"The universe is not a simulation.  | by Tim Andersen, Ph.D. | The Infinite Universe | Medium The universe is not a simulation.  The argument that the universe is a simulation is based on flawed reasoning and bad science.  Tim Andersen, Ph.D. May 27, 2020 · 8 min read They all believe it.  Elon Musk says it’s almost certain.  Scientists such as Neil deGrasse Tyson and philosophers such as Nick Bostrom argue that our universe is likely a simulation, running on sophisticated computing hardware in a “real” universe, the plaything of the Godlike beings who created us.  While researchers at Oxford have experimentally shown that the universe cannot be simulated using classical algorithms, it remains to be seen whether more advanced, quantum computing methods could.  But philosophically, these arguments are based on a flawed belief in the reality of Bayesian probability, which falsely imposes our own mental constructs on reality to prove things about nature.  PLATO AND ARISTOTLE/RAPHAEL If you’ve read my articles on how space and time might be illusions or why objective reality might be an illusion or even why you don’t have to believe in the multiverse, you might have noticed a theme developing.  All experience is part of an elaborate illusion, but I have never argued that nothing is real.",,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"",""medium"":True,""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":219,""label"":""relevant-text-span"",""startOffset"":128},{""endOffset"":662,""label"":""relevant-text-span"",""startOffset"":577},{""endOffset"":836,""label"":""relevant-text-span"",""startOffset"":791}]}}]",x,,"['The argument that the universe is a simulation is based on flawed reasoning and bad science', 'researchers at Oxford have experimentally shown that the universe cannot be simulated', 'these arguments are based on a flawed belief ']"
3XJOUITW9Y6IN2DTINNSAIW2H56TQN,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Mon May 22 04:58:18 PDT 2023,3,BatchId:5077935;OriginalHitTemplateId:929448123;,21600,259200,Thu May 25 04:58:18 PDT 2023,,,3FDJT1UU79NXEH22UOQZ00A6G7Q5K4,worker_119,Submitted,Mon May 22 09:37:13 PDT 2023,Mon May 22 10:03:47 PDT 2023,Thu May 25 10:03:47 PDT 2023,,,,1594,100% (317/318),100% (226/226),100% (175/175),137_1-1,0,MARCO_48_1450710232-2,2,"In 2003, the philosopher Nick Bostrom made an ingenious argument that we might be living in a computer simulation created by a more advanced civilization. He argued that if you believe that our civilization will one day run many sophisticated simulations concerning its ancestors, then you should believe that we’re probably in an ancestor simulation right now.  His reasoning?  If people eventually develop simulation technology — no matter how long that takes — and if they’re interested in creating simulations of their ancestors, then simulated people with experiences just like ours will vastly outnumber unsimulated people.  If most people are simulations, Professor Bostrom concluded, the odds are good that we ourselves are simulations.  Our world would be just one simulation of many, perhaps part of a research project created to study the history of civilization.  As the physicist (and Nobel laureate) George Smoot has explained, “If you are an anthropologist/historian and want to understand the rise and fall of civilizations, then you will need to make very many simulations involving millions to billions of people.”  The theory that we are living in a computer simulation may sound bizarre, but it has found adherents.  The technology entrepreneur Elon Musk has said that the odds that we are not simulated are “one in billions.”",2.0,What do you think about Bostrom's 'simulation argument'?,"[{""answer_confidence"":{""high"",""low"":True,""medium"",""very_high"",""very_low""},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
