HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
3TX9T2ZCCDGJTBIE0OBGOVF5Q4GZWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,30BXRYBRP9C0PAGEK4ABD87R9CBWH8,worker_119,Submitted,Wed May 24 07:33:05 PDT 2023,Wed May 24 07:43:03 PDT 2023,Sat May 27 07:43:03 PDT 2023,,,,598,100% (342/343),100% (251/251),100% (200/200),142_1-3,0,MARCO_16_3046749093-39,4,"In fact, every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide, more than either London, New York or Paris, cultural Meccas in themselves. The number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide, after Edinburgh.  The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.  Buenos Aires is the home of the Teatro Colón, an internationally rated opera house.  There are several symphony orchestras and choral societies.  The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.  The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America.  It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy.",4.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":194,""label"":""relevant-text-span"",""startOffset"":8},{""endOffset"":332,""label"":""relevant-text-span"",""startOffset"":195},{""endOffset"":489,""label"":""relevant-text-span"",""startOffset"":334},{""endOffset"":574,""label"":""relevant-text-span"",""startOffset"":491},{""endOffset"":635,""label"":""relevant-text-span"",""startOffset"":576},{""endOffset"":885,""label"":""relevant-text-span"",""startOffset"":637},{""endOffset"":1093,""label"":""relevant-text-span"",""startOffset"":887},{""endOffset"":1288,""label"":""relevant-text-span"",""startOffset"":1095}]}}]",x,,"[' every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide, more than either London, New York or Paris, cultural Meccas in themselves.', 'The number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide, after Edinburgh.', 'The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.', 'Buenos Aires is the home of the Teatro Coln, an internationally rated opera house.', 'There are several symphony orchestras and choral societies.', 'The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.', ""The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America."", 'It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy.']"
3TX9T2ZCCDGJTBIE0OBGOVF5Q4GZWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3PMBY0YE2CIYW6SQ51MIOX20XBOC9B,worker_232,Submitted,Tue May 23 14:38:43 PDT 2023,Tue May 23 15:18:18 PDT 2023,Fri May 26 15:18:18 PDT 2023,,,,2375,100% (281/281),100% (252/252),100% (175/175),142_1-3,0,MARCO_16_3046749093-39,4,"In fact, every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide, more than either London, New York or Paris, cultural Meccas in themselves. The number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide, after Edinburgh.  The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.  Buenos Aires is the home of the Teatro Colón, an internationally rated opera house.  There are several symphony orchestras and choral societies.  The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.  The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America.  It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy.",4.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":489,""label"":""relevant-text-span"",""startOffset"":334},{""endOffset"":636,""label"":""relevant-text-span"",""startOffset"":491},{""endOffset"":887,""label"":""relevant-text-span"",""startOffset"":637},{""endOffset"":1093,""label"":""relevant-text-span"",""startOffset"":887}]}}]",x,,"['The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.', 'Buenos Aires is the home of the Teatro Coln, an internationally rated opera house.  There are several symphony orchestras and choral societies. ', 'The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.  ', ""The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America.""]"
3TX9T2ZCCDGJTBIE0OBGOVF5Q4GZWO,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3BQU611VFUZWY8LNTHCRM71SRTQ992,worker_249,Submitted,Tue May 23 21:50:47 PDT 2023,Tue May 23 22:01:19 PDT 2023,Fri May 26 22:01:19 PDT 2023,,,,632,100% (254/254),100% (251/251),100% (200/200),142_1-3,0,MARCO_16_3046749093-39,4,"In fact, every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide, more than either London, New York or Paris, cultural Meccas in themselves. The number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide, after Edinburgh.  The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.  Buenos Aires is the home of the Teatro Colón, an internationally rated opera house.  There are several symphony orchestras and choral societies.  The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.  The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America.  It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy.",4.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":119,""label"":""relevant-text-span"",""startOffset"":9},{""endOffset"":315,""label"":""relevant-text-span"",""startOffset"":199},{""endOffset"":489,""label"":""relevant-text-span"",""startOffset"":334},{""endOffset"":574,""label"":""relevant-text-span"",""startOffset"":490},{""endOffset"":636,""label"":""relevant-text-span"",""startOffset"":576},{""endOffset"":885,""label"":""relevant-text-span"",""startOffset"":637},{""endOffset"":1288,""label"":""relevant-text-span"",""startOffset"":887}]}}]",x,,"['every weekend, there are about 300 active theaters with plays, a number that places the city as 1st worldwide,', 'number of cultural festivals with more than 10 sites and 5 years of existence also places the city as 2nd worldwide,', 'The Centro Cultural Kirchner (Kirchner Cultural Center), located in Buenos Aires, is the largest cultural center of Latin America, and the third worldwide.', ' Buenos Aires is the home of the Teatro Coln, an internationally rated opera house.', 'There are several symphony orchestras and choral societies. ', 'The city has numerous museums related to arts and crafts, history, fine arts, modern arts, decorative arts, popular arts, sacred art, theater and popular music, as well as the preserved homes of noted art collectors, writers, composers and artists.', ""The city is home to hundreds of bookstores, public libraries and cultural associations (it is sometimes called 'the city of books'), as well as the largest concentration of active theaters in Latin America.  It has a zoo and botanical garden, a large number of landscaped parks and squares, as well as churches and places of worship of many denominations, many of which are architecturally noteworthy.""]"
3V0TR1NRWEH6J1RMEQPYCA55XQBA4D,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3VJ40NV2QN2IPAY7TC0QAXXTH47TO3,worker_119,Submitted,Wed May 24 07:33:03 PDT 2023,Wed May 24 07:39:38 PDT 2023,Sat May 27 07:39:38 PDT 2023,,,,395,100% (342/343),100% (251/251),100% (200/200),142_1-3,0,MARCO_20_1201793411-1,4,"Buenos Aires the Capital City of Argentina - Gets Ready Buenos Aires the Capital City of Argentina Buenos Aires is known as the capital city of Argentina, South America.  Buenos Aires is also called the Paris of the South America.  Buenos Aires hypnotizes many visitors for its exotic city-life.  With regards the tourism sites, Buenos Aires has many great spot to visit such as: Recoleta Recoleta is a shopping district, culinary and tourism area as well.  Visitor can visit a seasonal market that opens every Saturday.  Calle Florida Calle Florida is the heaven for souvenirs’ hunters in Buenos Aires.  You ca find many shops that sells many kind of souvenirs made from pure leather.  Casa Rosada Casa Rosada or Pink House is a presidential palace as well as becomes a historical monument.  The building style is very attractive.  The area is always crowded by many visitors.  San Telmo In San Telmo area, there are many old or antique buildings as a trade center of some antiques stuffs in there.  Fell the ethnic atmosphere by visiting San Telmo.  La Boca Buenos has many old districts with classic buildings.  La Boca is an old harbor where that Tango Dance was born.  Today, the area becomes the tourism pedestrian center and there are many Tango dancer clubs there.",1.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":False,""very_low"":True},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":295,""label"":""relevant-text-span"",""startOffset"":171}]}}]",x,,['Buenos Aires is also called the Paris of the South America.  Buenos Aires hypnotizes many visitors for its exotic city-life.']
3V0TR1NRWEH6J1RMEQPYCA55XQBA4D,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3300DTYQT7WJL3TQIU3Z0GSSSLMQEH,worker_232,Submitted,Tue May 23 09:04:39 PDT 2023,Tue May 23 09:06:41 PDT 2023,Fri May 26 09:06:41 PDT 2023,,,,122,100% (281/281),100% (252/252),100% (175/175),142_1-3,0,MARCO_20_1201793411-1,4,"Buenos Aires the Capital City of Argentina - Gets Ready Buenos Aires the Capital City of Argentina Buenos Aires is known as the capital city of Argentina, South America.  Buenos Aires is also called the Paris of the South America.  Buenos Aires hypnotizes many visitors for its exotic city-life.  With regards the tourism sites, Buenos Aires has many great spot to visit such as: Recoleta Recoleta is a shopping district, culinary and tourism area as well.  Visitor can visit a seasonal market that opens every Saturday.  Calle Florida Calle Florida is the heaven for souvenirs’ hunters in Buenos Aires.  You ca find many shops that sells many kind of souvenirs made from pure leather.  Casa Rosada Casa Rosada or Pink House is a presidential palace as well as becomes a historical monument.  The building style is very attractive.  The area is always crowded by many visitors.  San Telmo In San Telmo area, there are many old or antique buildings as a trade center of some antiques stuffs in there.  Fell the ethnic atmosphere by visiting San Telmo.  La Boca Buenos has many old districts with classic buildings.  La Boca is an old harbor where that Tango Dance was born.  Today, the area becomes the tourism pedestrian center and there are many Tango dancer clubs there.",1.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":456,""label"":""relevant-text-span"",""startOffset"":329}]}}]",x,,"['Buenos Aires has many great spot to visit such as: Recoleta Recoleta is a shopping district, culinary and tourism area as well.']"
3V0TR1NRWEH6J1RMEQPYCA55XQBA4D,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3FQ5JJ512Q314688YOMLUHAS7CJKN6,worker_249,Submitted,Tue May 23 21:51:00 PDT 2023,Tue May 23 22:05:17 PDT 2023,Fri May 26 22:05:17 PDT 2023,,,,857,100% (254/254),100% (251/251),100% (200/200),142_1-3,0,MARCO_20_1201793411-1,4,"Buenos Aires the Capital City of Argentina - Gets Ready Buenos Aires the Capital City of Argentina Buenos Aires is known as the capital city of Argentina, South America.  Buenos Aires is also called the Paris of the South America.  Buenos Aires hypnotizes many visitors for its exotic city-life.  With regards the tourism sites, Buenos Aires has many great spot to visit such as: Recoleta Recoleta is a shopping district, culinary and tourism area as well.  Visitor can visit a seasonal market that opens every Saturday.  Calle Florida Calle Florida is the heaven for souvenirs’ hunters in Buenos Aires.  You ca find many shops that sells many kind of souvenirs made from pure leather.  Casa Rosada Casa Rosada or Pink House is a presidential palace as well as becomes a historical monument.  The building style is very attractive.  The area is always crowded by many visitors.  San Telmo In San Telmo area, there are many old or antique buildings as a trade center of some antiques stuffs in there.  Fell the ethnic atmosphere by visiting San Telmo.  La Boca Buenos has many old districts with classic buildings.  La Boca is an old harbor where that Tango Dance was born.  Today, the area becomes the tourism pedestrian center and there are many Tango dancer clubs there.",1.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":230,""label"":""relevant-text-span"",""startOffset"":170},{""endOffset"":295,""label"":""relevant-text-span"",""startOffset"":232},{""endOffset"":455,""label"":""relevant-text-span"",""startOffset"":329}]}}]",x,,"[' Buenos Aires is also called the Paris of the South America.', 'Buenos Aires hypnotizes many visitors for its exotic city-life.', 'Buenos Aires has many great spot to visit such as: Recoleta Recoleta is a shopping district, culinary and tourism area as well']"
33IXYHIZC9XZ60TBQH8WFEYYYRD2E4,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3T111IHZ5J5228H9NYCDDS1MYJZR9J,worker_119,Submitted,Wed May 24 05:46:43 PDT 2023,Wed May 24 05:48:25 PDT 2023,Sat May 27 05:48:25 PDT 2023,,,,102,100% (342/343),100% (251/251),100% (200/200),142_1-3,0,MARCO_20_93370013-6,4,"Regarded as the Paris of South America, Buenos Aires apart from being Argentina’s capital city is known for many things. Buenos Aires is a city full of elegance and sophistication.  It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.  Thus, it is one of the best places to visit that has a lot going within to keep you entertained forever.  Santiago The largest as well as the capital city of Chile, Santiago has a fairly warm climate due to its location in the central valley of Chile.  The city experiences dry and warm summers and fairly humid winters and accommodates a population of about 310,000.  Santiago generates about 45% of the country’s entire GDP and its economy is the major source of the country's economy.  Santiago’s major industries are inclusive of the retail i.e. selling of varied consumer goods.  The tallest structure within the entire Latin America named as The Gran Torre Santiago is located in this capital city of South America.  Additionally, several museums, about 174 national monuments and various libraries of this capital city are recognized for their architectural extravagance.  The cultural life of this city is cosmopolitan in nature and exhibits a strong North American as well as European influence.",0.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":180,""label"":""relevant-text-span"",""startOffset"":121},{""endOffset"":293,""label"":""relevant-text-span"",""startOffset"":182}]}}]",x,,"['Buenos Aires is a city full of elegance and sophistication.', 'It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.']"
33IXYHIZC9XZ60TBQH8WFEYYYRD2E4,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3NGI5ARFTYKZ1QYZ6TTVTRJOYG41PQ,worker_232,Submitted,Tue May 23 09:49:31 PDT 2023,Tue May 23 09:51:28 PDT 2023,Fri May 26 09:51:28 PDT 2023,,,,117,100% (281/281),100% (252/252),100% (175/175),142_1-3,0,MARCO_20_93370013-6,4,"Regarded as the Paris of South America, Buenos Aires apart from being Argentina’s capital city is known for many things. Buenos Aires is a city full of elegance and sophistication.  It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.  Thus, it is one of the best places to visit that has a lot going within to keep you entertained forever.  Santiago The largest as well as the capital city of Chile, Santiago has a fairly warm climate due to its location in the central valley of Chile.  The city experiences dry and warm summers and fairly humid winters and accommodates a population of about 310,000.  Santiago generates about 45% of the country’s entire GDP and its economy is the major source of the country's economy.  Santiago’s major industries are inclusive of the retail i.e. selling of varied consumer goods.  The tallest structure within the entire Latin America named as The Gran Torre Santiago is located in this capital city of South America.  Additionally, several museums, about 174 national monuments and various libraries of this capital city are recognized for their architectural extravagance.  The cultural life of this city is cosmopolitan in nature and exhibits a strong North American as well as European influence.",0.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":293,""label"":""relevant-text-span"",""startOffset"":121}]}}]",x,,"['Buenos Aires is a city full of elegance and sophistication.  It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.']"
33IXYHIZC9XZ60TBQH8WFEYYYRD2E4,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,3W2LOLRXLGUMJ400RV3231F288TRKK,worker_249,Submitted,Tue May 23 18:20:09 PDT 2023,Tue May 23 18:22:08 PDT 2023,Fri May 26 18:22:08 PDT 2023,,,,119,100% (254/254),100% (251/251),100% (200/200),142_1-3,0,MARCO_20_93370013-6,4,"Regarded as the Paris of South America, Buenos Aires apart from being Argentina’s capital city is known for many things. Buenos Aires is a city full of elegance and sophistication.  It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.  Thus, it is one of the best places to visit that has a lot going within to keep you entertained forever.  Santiago The largest as well as the capital city of Chile, Santiago has a fairly warm climate due to its location in the central valley of Chile.  The city experiences dry and warm summers and fairly humid winters and accommodates a population of about 310,000.  Santiago generates about 45% of the country’s entire GDP and its economy is the major source of the country's economy.  Santiago’s major industries are inclusive of the retail i.e. selling of varied consumer goods.  The tallest structure within the entire Latin America named as The Gran Torre Santiago is located in this capital city of South America.  Additionally, several museums, about 174 national monuments and various libraries of this capital city are recognized for their architectural extravagance.  The cultural life of this city is cosmopolitan in nature and exhibits a strong North American as well as European influence.",0.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":179,""label"":""relevant-text-span"",""startOffset"":120},{""endOffset"":293,""label"":""relevant-text-span"",""startOffset"":181},{""endOffset"":399,""label"":""relevant-text-span"",""startOffset"":300}]}}]",x,,"[' Buenos Aires is a city full of elegance and sophistication', ' It overflows with culture showcasing the opera houses, theatres as well as the Italian and French architecture.', ' it is one of the best places to visit that has a lot going within to keep you entertained forever.']"
3NSCTNUR332OFKVMSV88H2BJXM6A5I,3I3MQQJ31WXKIN6QF6OQSRUDQS81J6,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Tue May 23 05:44:44 PDT 2023,3,BatchId:5078560;OriginalHitTemplateId:929448123;,21600,259200,Fri May 26 05:44:44 PDT 2023,,,358UUM7WR4IYOPTG81ETZWAG3TBR77,worker_119,Submitted,Wed May 24 05:46:42 PDT 2023,Wed May 24 05:48:48 PDT 2023,Sat May 27 05:48:48 PDT 2023,,,,126,100% (342/343),100% (251/251),100% (200/200),142_1-3,0,MARCO_29_1447143343-4,4,"From important art fairs and museums to independent cultural centres, Argentina is a great place for anyone looking to immerse themselves in an historical and contemporary cultural landscape. MALBA, Buenos Aires | © anna carol/Flickr Add to Plan Give us feedback",2.0,What makes Buenos Aires the culture capital of South America?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,[]
